acid,PRR1.461592
PI594394,1
PI594401A,1
PI594401B,1
PI594401D,1
PI594402,1
PI594404,1
PI594405,1
PI594407,1
PI594409B,1
PI594392,1
PI594393,1
PI594397B,1
PI594398A,1
PI594398B,1
PI594399C,1
PI594400,1
PI594401E,1
PI594406,1
PI594408,1
PI594409A,1
PI594410,1
PI594412,1
PI594414A,1
PI594414B,1
PI594415A,1
PI594415B,1
PI594416,1
PI594418B,1
PI594419,1
PI594422,1
PI594423,1
PI594424,1
PI594426A,1
PI594426B,1
PI594428,1
PI594430D,1
PI594439A,1
PI594442B,1
PI594443,1
PI594444A,1
PI594447,1
PI594455A,1
PI594455B,1
PI594456A,1
PI594456B,1
PI594457A,1
PI594457B,1
PI594459,1
PI594462,1
PI594464,1
PI594467,1
PI594468,1
PI594469B,1
PI594474,1
PI594475B,1
PI594480B,1
PI594485,1
PI594493,1
PI594498A,1
PI594498B,1
PI594499,1
PI594500A,1
PI594500B,1
PI594500C,1
PI594500D,1
PI594501A,1
PI594502,1
PI594503,1
PI594505A,1
PI594508,1
PI594511B,1
PI594511C,1
PI594512A,1
PI594513,1
PI594515,1
PI594547,1
PI594548,1
PI594549A,1
PI594549B,1
PI594549C,1
PI594550,1
PI594553,1
PI594555A,1
PI594555B,1
PI594556,1
PI594557A,1
PI594557B,1
PI594558,1
PI594560A,1
PI594561,1
PI594562A,1
PI594564,1
PI594567A,1
PI594567B,1
PI594567C,1
PI594567D,1
PI594568C,1
PI594570A,1
PI594570B,1
PI594572A,1
PI594572B,1
PI594574,1
PI594577,1
PI594578,1
PI594579,1
PI594582,1
PI594585,1
PI594586A,1
PI594586C,1
PI594587,1
PI594588,1
PI594589,1
PI594590,1
PI594591A,1
PI594591B,1
PI594592,1
PI594593,1
PI594595,1
PI594599,1
PI594600,1
PI594603A,1
PI594603B,1
PI594604,1
PI594606,1
PI594609,1
PI594612,1
PI594614A,1
PI594615,1
PI594616,1
PI594618A,1
PI594618B,1
PI594618C,1
PI594619,1
PI594624,1
PI594627A,1
PI594630,1
PI594631A,1
PI594631B,1
PI594635C,1
PI594636,1
PI594637,1
PI594645,1
PI594648A,1
PI594648B,1
PI594652A,1
PI594652B,1
PI594655,1
PI594656,1
PI594658,1
PI594659B,1
PI594659C,1
PI594660A,1
PI594660B,1
PI594660C,1
PI594660D,1
PI594661,1
PI594662A,1
PI594662B,1
PI594663,1
PI594665,1
PI594666A,1
PI594666B,1
PI594667,1
PI594678,1
PI594680,1
PI594682B,1
PI594683B,1
PI594683C,1
PI594685A,1
PI594686,1
PI594688,1
PI594690A,1
PI594690B,1
PI594694,1
PI594695,1
PI594696A,1
PI594696B,1
PI594709,1
PI594712,1
PI594714,1
