acid,SCN14.491576,SCN14code.491576
PI507246,2,2.5
PI509080,4,2.6
PI461508,4,2.8
PI458519B,4,3
PI464915A,4,3
PI538378,4,3
PI464931,4,3
PI507186,4,3
PI464909,4,3.2
PI538383,4,3.3
PI467322A,4,3.3
PI458826A,4,3.3
PI507218,4,3.3
PI538386A,4,3.4
PI464899,4,3.4
PI467315,4,3.4
PI538385A,4,3.5
PI458522,4,3.5
PI464895,4,3.5
PI507052,4,3.5
PI507336,4,3.5
PI507388,4,3.5
PI538386B,4,3.6
PI532460A,4,3.6
PI470930,4,3.6
PI507308,4,3.6
PI532463B,4,3.7
PI538380,4,3.7
PI468408A,4,3.7
PI458825A,4,3.7
PI507055,4,3.7
PI507242,4,3.7
PI507458,4,3.8
PI458507,4,3.8
PI464914A,4,3.8
PI464914B,4,3.8
PI467338,4,3.8
PI532459,4,3.8
PI538389,4,3.8
PI467317,4,3.8
PI506503,4,3.8
PI507159,4,3.8
PI507256,4,3.8
PI518833,4,3.9
PI464920B,5,4
PI506847,5,4
PI538375,5,4
PI490768,5,4
PI464920A,5,4
PI458506,5,4
PI468923,5,4
PI458039,5,4
PI464913,5,4
PI464924,5,4
PI466749A,5,4
PI468408B,5,4
PI507164,5,4
PI507171,5,4
PI507189B,5,4
PI507113,5,4
PI507298,5,4
PI507498,5,4
PI532469,5,4
PI458825B,5,4
PI506751,5,4
PI506736,5,4
PI467311D,5,4
PI464896,5,4
PI467324,5,4
PI467313,5,4
PI468922,5,4
PI509113,5,4
PI506615,5,4
PI506941,5,4
PI506944,5,4
PI506963,5,4
PI507050,5,4
PI507057,5,4
PI507157,5,4
PI507243,5,4
PI507331,5,4
PI507378,5,4
PI518825,5,4
PI464905,5,4.1
PI458221,5,4.2
PI486355,5,4.2
PI508296F,5,4.2
PI532456,5,4.2
PI506930,5,4.2
PI458824,5,4.2
PI464910,5,4.2
PI467311C,5,4.2
PI464902,5,4.2
PI532441A,5,4.2
PI464900,5,4.2
PI506494,5,4.2
PI506502,5,4.2
PI507048,5,4.2
PI507324,5,4.2
PI507361,5,4.2
PI476911,5,4.3
PI476887,5,4.3
PI479742,5,4.3
PI458508A,5,4.3
PI490767,5,4.3
PI464880,5,4.3
PI464884,5,4.3
PI467340,5,4.3
PI507172,5,4.3
PI464897,5,4.3
PI518830,5,4.3
PI518756,5,4.3
PI518297,5,4.3
PI458531,5,4.3
PI458532A,5,4.3
PI467311B,5,4.3
PI507711B,5,4.3
PI467311A,5,4.3
PI512322B,5,4.3
PI475829B,5,4.3
PI475825,5,4.3
PI506497,5,4.3
PI506512,5,4.3
PI506794,5,4.3
PI506796,5,4.3
PI506889,5,4.3
PI506890,5,4.3
PI507049,5,4.3
PI507231,5,4.3
PI507284,5,4.3
PI507307,5,4.3
PI507497,5,4.3
PI507572,5,4.3
PI476939,5,4.4
PI458511,5,4.4
PI458505,5,4.4
PI464888A,5,4.4
PI461419,5,4.4
PI464894,5,4.4
PI464940,5,4.4
PI467330,5,4.4
PI486354A,5,4.4
PI506942,5,4.4
PI506945,5,4.4
PI507051,5,4.4
PI507132A,5,4.4
PI504483A,5,4.4
PI507712,5,4.4
PI464923,5,4.4
PI464875B,5,4.4
PI464886,5,4.4
PI506754,5,4.4
PI507257,5,4.4
PI507708,5,4.5
PI506511,5,4.5
PI506943,5,4.5
PI506933,5,4.5
PI538382,5,4.5
PI464877,5,4.5
PI464879,5,4.5
PI467325,5,4.5
PI468914,5,4.5
PI470225,5,4.5
PI479718B,5,4.5
PI538397,5,4.5
PI506601,5,4.5
PI506724,5,4.5
PI506929,5,4.5
PI507071A,5,4.5
PI507253,5,4.5
PI507348,5,4.5
PI507305,5,4.5
PI506938,5,4.5
PI507536,5,4.5
PI509086,5,4.5
PI532446,5,4.5
PI540740,5,4.5
PI464911,5,4.5
PI524994,5,4.5
PI476348,5,4.5
PI467311E,5,4.5
PI509090,5,4.5
PI464881,5,4.5
PI532436A,5,4.5
PI506473,5,4.5
PI506586,5,4.5
PI506792,5,4.5
PI506806,5,4.5
PI507183,5,4.5
PI507187,5,4.5
PI507216B,5,4.5
PI507306,5,4.5
PI507450,5,4.5
PI518771,5,4.5
PI518757,5,4.6
PI464887,5,4.6
PI475826,5,4.6
PI507364,5,4.6
PI538376,5,4.6
PI507501,5,4.6
PI458105,5,4.6
PI458227,5,4.6
PI458508B,5,4.6
PI464941,5,4.6
PI467316,5,4.6
PI468408C,5,4.6
PI475820,5,4.6
PI479721,5,4.6
PI518715,5,4.6
PI532443,5,4.6
PI506820,5,4.6
PI506715,5,4.6
PI506937,5,4.6
PI507131,5,4.6
PI507168,5,4.6
PI507709,5,4.6
PI506493,5,4.6
PI497957,5,4.6
PI507715A,5,4.6
PI518829,5,4.6
PI507714,5,4.6
PI532447,5,4.6
PI509109,5,4.6
PI458541,5,4.6
PI464865,5,4.6
PI507715B,5,4.6
PI509092,5,4.6
PI518728,5,4.6
PI476349,5,4.6
PI512323,5,4.6
PI506486,5,4.6
PI506500,5,4.6
PI506501,5,4.6
PI506599,5,4.6
PI507139,5,4.6
PI507185,5,4.6
PI507206,5,4.6
PI507227,5,4.6
PI507340,5,4.6
PI507514,5,4.6
PI467309,5,4.6
PI479724A,5,4.7
PI470227B,5,4.7
PI518716,5,4.7
PI467329,5,4.7
PI479743,5,4.7
PI507716,5,4.7
PI509112,5,4.7
PI507294A,5,4.7
PI476936,5,4.7
PI518718A,5,4.7
PI458235,5,4.7
PI458515,5,4.7
PI458067B,5,4.7
PI475812B,5,4.7
PI464893,5,4.7
PI464922,5,4.7
PI468385,5,4.7
PI470221,5,4.7
PI475824B,5,4.7
PI479713,5,4.7
PI486354B,5,4.7
PI508293,5,4.7
PI518720,5,4.7
PI532442,5,4.7
PI506519,5,4.7
PI506521,5,4.7
PI506588,5,4.7
PI506788,5,4.7
PI507145,5,4.7
PI507184B,5,4.7
PI507280,5,4.7
PI507515,5,4.7
PI467323A,5,4.7
PI467321,5,4.7
PI506488,5,4.7
PI506491,5,4.7
PI458532B,5,4.7
PI476350C,5,4.7
PI518291C,5,4.7
PI518759,5,4.7
PI506508,5,4.7
PI507114,5,4.7
PI508294,5,4.7
PI507371,5,4.7
PI464883,5,4.7
PI506474,5,4.7
PI458525,5,4.7
PI507711A,5,4.7
PI475831,5,4.7
PI467314,5,4.7
PI507696B,5,4.7
PI467335A,5,4.7
PI509084,5,4.7
PI518296,5,4.7
PI475827,5,4.7
PI479715,5,4.7
PI479761,5,4.7
PI507710,5,4.7
PI518702,5,4.7
PI538395,5,4.7
PI506507,5,4.7
PI506597,5,4.7
PI506611,5,4.7
PI506620,5,4.7
PI506630,5,4.7
PI506680,5,4.7
PI506719,5,4.7
PI506805,5,4.7
PI506888,5,4.7
PI507074,5,4.7
PI507115,5,4.7
PI507119,5,4.7
PI507144,5,4.7
PI507210,5,4.7
PI507234,5,4.7
PI507496,5,4.7
PI507285,5,4.7
PI520733,5,4.8
PI518711,5,4.8
PI475814,5,4.8
PI479735,5,4.8
PI495017A,5,4.8
PI470227A,5,4.8
PI475824A,5,4.8
PI479724B,5,4.8
PI479740,5,4.8
PI518751,5,4.8
PI507237,5,4.8
PI507368,5,4.8
PI507166,5,4.8
PI476914,5,4.8
PI508296A,5,4.8
PI476922,5,4.8
PI532462B,5,4.8
PI538381,5,4.8
PI458123B,5,4.8
PI458163,5,4.8
PI458217,5,4.8
PI458040,5,4.8
PI458078,5,4.8
PI458517,5,4.8
PI458060A,5,4.8
PI458067A,5,4.8
PI458103,5,4.8
PI458104,5,4.8
PI458175A,5,4.8
PI458202A,5,4.8
PI458304,5,4.8
PI479727,5,4.8
PI506779,5,4.8
PI464901,5,4.8
PI475785,5,4.8
