acid,SCN5,
PI506766,5,8
PI506767,5,8
PI506768,5,8
PI506769,5,8
PI506770,5,8
PI506771,5,8
PI506772,5,8
PI506773,5,8
PI506774,5,8
PI506775,5,8
PI506776,5,8
PI506777,4,8
PI506778,5,8
PI506779,4,8
PI506780,5,8
PI506781,5,8
PI506782,5,8
PI506783,5,8
PI506784,5,8
PI506785,5,8
PI506786,5,8
PI506787,5,8
PI506788,5,8
PI506789,5,8
PI506790,5,8
PI506792,5,8
PI506794,5,8
PI506795,5,8
PI506796,5,8
PI506797,5,8
PI506798,5,8
PI506799,5,8
PI506802,5,8
PI506803,5,8
PI506804,5,8
PI506805,5,8
PI506806,5,8
PI506807,5,8
PI506808,5,8
PI506809,5,8
PI506810,5,8
PI506811,5,8
PI506812,5,8
PI506813,5,8
PI506814,5,8
PI506815,5,8
PI506816,5,8
PI506817,5,8
PI506818,5,8
PI506819,5,8
PI506820,5,8
PI506821,5,8
PI506822,5,8
PI506823,5,8
PI506824,5,8
PI506825,5,8
PI506826,5,8
PI506827,5,8
PI506828,5,8
PI506829,5,8
PI506830,5,8
PI506831,5,8
PI506832,5,8
PI506833,5,8
PI506834,5,8
PI506835,5,8
PI506836,5,8
PI506837,5,8
PI506839,5,8
PI506841,5,8
PI506842,5,8
PI506843,5,8
PI506844,5,8
PI506845,5,8
PI506847,5,8
PI506848,5,8
PI506849,5,8
PI506850,5,8
PI506851,5,8
PI506852,5,8
PI506853,5,8
PI506854,5,8
PI506855,5,8
PI506856,5,8
PI506857,5,8
PI506858,5,8
PI506859,5,8
PI506860,5,8
PI506862,1,8
PI506863,5,8
PI506865,5,8
PI506866,5,8
PI506867,5,8
PI506868,5,8
PI506869,5,8
PI506870,5,8
PI506871,5,8
PI506872,5,8
PI506873,5,8
PI506874,5,8
PI506875,5,8
PI506876,5,8
PI506877,5,8
PI506878,5,8
PI506879,5,8
PI506880,5,8
PI506881,5,8
PI506883,5,8
PI506884,5,8
PI506885,5,8
PI506886,5,8
PI506887,5,8
PI506888,5,8
PI506889,5,8
PI506890,5,8
PI506891,5,8
PI506892,5,8
PI506893,5,8
PI506894,5,8
PI506895,5,8
PI506896,5,8
PI506897,5,8
PI506900,5,8
PI506901,5,8
PI506902,5,8
PI506903,5,8
PI506904,5,8
PI506905,5,8
PI506906,5,8
PI506907,5,8
PI506908,5,8
PI506910,5,8
PI506911,5,8
PI506912,5,8
PI506913,5,8
PI506914,5,8
PI506915,5,8
PI506916,5,8
PI506917,5,8
PI506918,5,8
PI506919,5,8
PI506920,5,8
PI506921,5,8
PI506922,5,8
PI506923,5,8
PI506924,5,8
PI506925,5,8
PI506926,5,8
PI506927,5,8
PI506928,5,8
PI506929,5,8
PI506930,5,8
PI506931,5,8
PI506932,5,8
PI506933,5,8
PI506935,5,8
PI506936,5,8
PI506937,5,8
PI506938,5,8
PI506939,5,8
PI506940,5,8
PI506941,5,8
PI506942,5,8
PI506943,5,8
PI506944,5,8
PI506945,5,8
PI506946,5,8
PI506947,5,8
PI506948,5,8
PI506949,5,8
PI506950,5,8
PI506951,5,8
PI506952,5,8
PI506953,5,8
PI506954,5,8
PI506955,5,8
PI506956,5,8
PI506957,5,8
PI506958,5,8
PI506959,5,8
PI506960,5,8
PI506961,5,8
PI506962,5,8
PI506963,5,8
PI506964,5,8
PI506965,5,8
PI506966,5,8
PI506967,5,8
PI506968,5,8
PI506969,5,8
PI506970,5,8
PI506971,5,8
PI506972,5,8
PI506973,5,8
PI506974,5,8
PI506975,5,8
PI506976,5,8
PI506977,5,8
PI506978,5,8
PI506979,5,8
PI506980,5,8
PI506981,5,8
PI506982,5,8
PI506983,5,8
PI506984,5,8
PI506985,5,8
PI506986,5,8
PI506987,5,8
PI506988,5,8
PI506989,5,8
PI506990,5,8
PI506991,5,8
PI506992,5,8
PI506993,5,8
PI506994,5,8
PI506995,5,8
PI506996,5,8
PI506997,5,8
PI506998,5,8
PI506999,5,8
PI507000,5,8
PI507001,5,8
PI507002,5,8
PI507003,5,8
PI507004,5,8
PI507005,5,8
PI507006,5,8
PI507007,5,8
PI507008,5,8
PI507009,5,8
PI507010,5,8
PI507011,5,8
PI507012,5,8
PI507013,5,8
PI507014,5,8
PI507015,5,8
PI507016,5,8
PI507018,5,8
PI507019,5,8
PI507020,5,8
PI507021,5,8
PI507022,5,8
PI507023,5,8
PI507024,5,8
PI507025,5,8
PI507026,5,8
PI507027,5,8
PI507028,5,8
PI507029,5,8
PI507030,5,8
PI507031,5,8
PI507033,5,8
PI507034,5,8
PI507035,5,8
PI507036,5,8
PI507037,5,8
PI507038,5,8
PI507039,5,8
PI507040,5,8
PI507041,5,8
PI507042,5,8
PI507043,5,8
PI507044,5,8
PI507046,5,8
PI507047,5,8
PI507048,5,8
PI507049,5,8
PI507050,5,8
PI507051,5,8
PI507052,5,8
PI507053,5,8
PI507054,5,8
PI507055,5,8
PI507056,5,8
PI507057,5,8
PI507058,5,8
PI507059,5,8
PI507060,5,8
PI507061,5,8
PI507063,5,8
PI507064,5,8
PI507065,5,8
PI507066,5,8
PI507067,5,8
PI507068,5,8
PI507069,5,8
PI507070,5,8
PI507072,5,8
PI507073,5,8
PI507074,5,8
PI507075,5,8
PI507076,5,8
PI507077,5,8
PI507078,5,8
PI507079,5,8
PI507080,5,8
PI507081,5,8
PI507084,5,8
PI507085,5,8
PI507086,4,8
PI507087,5,8
PI507088,5,8
PI507090,5,8
PI507091,5,8
PI507092,5,8
PI507093,5,8
PI507094,5,8
PI507096,5,8
PI507097,5,8
PI507098,5,8
PI507099,5,8
PI507100,5,8
PI507102,5,8
PI507103,5,8
PI507104,5,8
PI507105,5,8
PI507106,5,8
PI507107,4,8
PI507108,5,8
PI507109,5,8
PI507110,5,8
PI507111,5,8
PI507112,5,8
PI507113,5,8
PI507114,5,8
PI507115,5,8
PI507116,5,8
PI507118,5,8
PI507119,5,8
PI507120,5,8
PI507121,5,8
PI507122,5,8
PI507123,5,8
PI507124,5,8
PI507125,5,8
PI507126,5,8
PI507127,5,8
PI507128,5,8
PI507130,5,8
PI507131,5,8
PI507133,5,8
PI507134,5,8
PI507135,5,8
PI507136,5,8
PI507137,5,8
PI507138,5,8
PI507139,5,8
PI507140,5,8
PI507141,5,8
PI507142,5,8
PI507143,5,8
PI507144,5,8
PI507145,5,8
PI507146,5,8
PI507147,5,8
PI507148,5,8
PI507149,5,8
PI507150,5,8
PI507151,5,8
PI507152,5,8
PI507153,5,8
PI507154,5,8
PI507155,5,8
PI507156,5,8
PI507157,5,8
PI507158,5,8
PI507159,5,8
PI507160,5,8
PI507161,5,8
PI507162,5,8
PI507163,5,8
PI507164,5,8
PI507165,5,8
PI507166,5,8
PI507168,5,8
PI507169,5,8
PI507170,5,8
PI507171,5,8
PI507172,5,8
PI507173,5,8
PI507174,5,8
PI507175,5,8
PI507176,5,8
PI507177,5,8
PI507178,5,8
PI507179,5,8
PI507180,5,8
PI507181,5,8
PI507182,5,8
PI507183,5,8
PI507185,5,8
PI507186,5,8
PI507187,5,8
PI507188,5,8
PI507190,5,8
PI507191,5,8
PI507192,5,8
PI507193,5,8
PI507194,5,8
PI507195,5,8
PI507196,5,8
PI507198,5,8
PI507199,5,8
PI507200,5,8
PI507201,5,8
PI507202,5,8
PI507203,5,8
PI507204,5,8
PI507205,5,8
PI507206,5,8
PI507207,5,8
PI507208,5,8
PI507209,5,8
PI507210,5,8
PI507211,5,8
PI507212,5,8
PI507213,5,8
PI507214,5,8
PI507215,5,8
PI507217,5,8
PI507218,5,8
PI507219,5,8
PI507220,5,8
PI507221,5,8
PI507222,5,8
PI507223,5,8
PI507224,5,8
PI507225,5,8
PI507227,5,8
PI507228,5,8
PI507229,5,8
PI507230,5,8
PI507231,5,8
PI507232,5,8
PI507233,5,8
PI507234,5,8
PI507235,5,8
PI507236,5,8
PI507237,5,8
PI507238,5,8
PI507239,5,8
PI507240,5,8
PI507241,5,8
PI507242,5,8
PI507243,5,8
PI507244,5,8
PI507245,5,8
PI507247,5,8
PI507248,5,8
PI507249,5,8
PI507250,5,8
PI507251,5,8
PI507252,5,8
PI507253,5,8
PI507254,5,8
PI507255,5,8
PI507256,5,8
PI507257,5,8
PI507258,5,8
PI507259,5,8
PI507260,5,8
PI507261,5,8
PI507262,5,8
PI507263,5,8
PI507264,5,8
PI507265,5,8
PI507266,5,8
PI507267,5,8
PI507268,4,8
PI507269,5,8
PI507270,5,8
PI507271,5,8
PI507272,5,8
PI507273,5,8
PI507275,5,8
PI507276,5,8
PI507277,5,8
PI507278,5,8
PI507279,5,8
PI507280,5,8
PI507281,5,8
PI507282,5,8
PI507283,5,8
PI507284,5,8
PI507285,5,8
PI507287,5,8
PI507288,5,8
PI507290,5,8
PI507291,5,8
PI507292,5,8
PI507295,5,8
PI507296,5,8
PI507297,5,8
PI507298,5,8
PI507299,5,8
PI507300,5,8
PI507301,5,8
PI507302,5,8
PI507303,5,8
PI507304,5,8
PI507305,5,8
PI507306,5,8
PI507307,5,8
PI507308,5,8
PI507309,5,8
PI507310,5,8
PI507311,5,8
PI507312,5,8
PI507313,5,8
PI507314,5,8
PI507315,5,8
PI507316,5,8
PI507317,5,8
PI507318,5,8
PI507319,5,8
PI507321,5,8
PI507322,5,8
PI507323,5,8
PI507324,5,8
PI507325,5,8
PI507326,5,8
PI507327,5,8
PI507329,5,8
PI507330,5,8
PI507331,5,8
PI507332,5,8
PI507334,5,8
PI507335,5,8
PI507336,5,8
PI507337,5,8
PI507338,5,8
PI507339,5,8
PI507340,5,8
PI507341,5,8
PI507342,5,8
PI507343,5,8
PI507344,5,8
PI507345,5,8
PI507346,5,8
PI507347,5,8
PI507348,5,8
PI507349,5,8
PI507350,5,8
PI507351,5,8
PI507352,5,8
PI507353,5,8
PI507354,1,8
PI507355,5,8
PI507356,5,8
PI507357,5,8
PI507358,5,8
PI507359,5,8
PI507360,5,8
PI507361,5,8
PI507362,5,8
PI507363,5,8
PI507364,4,8
PI507365,5,8
PI507366,5,8
PI507367,5,8
PI507368,5,8
PI507369,5,8
PI507370,5,8
PI507371,5,8
PI507372,5,8
PI507373,5,8
PI507374,5,8
PI507375,5,8
PI507376,5,8
PI507377,5,8
PI507378,5,8
PI507379,5,8
PI507380,5,8
PI507381,5,8
PI507382,5,8
PI507383,5,8
PI507384,5,8
PI507385,5,8
PI507386,5,8
PI507387,5,8
PI507388,5,8
PI507390,5,8
PI507391,5,8
PI507392,5,8
PI507394,5,8
PI507395,5,8
PI507396,5,8
PI507397,5,8
PI507398,5,8
PI507399,5,8
PI507400,5,8
PI507401,5,8
PI507402,5,8
PI507403,5,8
PI507404,5,8
PI507405,5,8
PI507407,5,8
PI507408,5,8
PI507409,5,8
PI507410,5,8
PI507411,5,8
PI507412,5,8
PI507413,5,8
PI507414,5,8
PI507415,5,8
PI507416,5,8
PI507417,5,8
PI507418,5,8
PI507419,5,8
PI507420,5,8
PI507421,5,8
PI507422,4,8
PI507423,4,8
PI507424,5,8
PI507425,5,8
PI507426,4,8
PI507428,5,8
PI507429,5,8
PI507430,5,8
PI507431,5,8
PI507432,5,8
PI507433,5,8
PI507434,5,8
PI507435,5,8
PI507436,5,8
PI507437,5,8
PI507439,5,8
PI507440,5,8
PI507443,2,8
PI507444,5,8
PI507445,5,8
PI507446,5,8
PI507447,5,8
PI507448,5,8
PI507449,5,8
PI507450,5,8
PI507451,1,8
PI507452,5,8
PI507454,5,8
PI507455,5,8
PI507456,5,8
PI507457,5,8
PI507458,5,8
PI507459,5,8
PI507460,5,8
PI507461,5,8
PI507462,5,8
PI507463,5,8
PI507464,5,8
PI507465,5,8
PI507466,5,8
PI507467,5,8
PI507468,5,8
PI507470,2,8
PI507471,1,8
PI507472,4,8
PI507473,4,8
PI507474,5,8
PI507475,1,8
PI507476,1,8
PI507477,5,8
PI507478,5,8
PI507479,5,8
PI507480,5,8
PI507481,5,8
PI507482,5,8
PI507483,5,8
PI507484,5,8
PI507485,5,8
PI507486,5,8
PI507487,5,8
PI507488,5,8
PI507489,5,8
PI507490,5,8
PI507491,5,8
PI507492,5,8
PI507493,5,8
PI507494,5,8
PI507495,5,8
PI507496,5,8
PI507497,5,8
PI507498,5,8
PI507499,5,8
PI507500,5,8
PI507501,4,8
PI507502,5,8
PI507503,5,8
PI507504,5,8
PI507505,5,8
PI507506,5,8
PI507507,5,8
PI507508,5,8
PI507511,5,8
PI507512,5,8
PI507514,5,8
PI507515,5,8
PI507516,5,8
PI507517,5,8
PI507518,5,8
PI507519,5,8
PI507520,5,8
PI507521,5,8
PI507522,5,8
PI507523,5,8
PI507524,5,8
PI507526,5,8
PI507527,5,8
PI507528,5,8
PI507530,5,8
PI507531,5,8
PI507532,5,8
PI507533,5,8
PI507534,5,8
PI507535,5,8
PI507536,5,8
PI507537,5,8
PI507538,5,8
PI507539,5,8
PI507540,5,8
PI507541,5,8
PI507542,5,8
PI507543,5,8
PI507544,5,8
PI507545,5,8
PI507546,5,8
PI507547,5,8
PI507548,5,8
PI507549,5,8
PI507550,4,8
PI507551,4,8
PI507552,5,8
PI507553,5,8
PI507554,5,8
PI507555,5,8
PI507556,5,8
PI507557,5,8
PI507558,5,8
PI507559,5,8
PI507560,5,8
PI507561,5,8
PI507562,4,8
PI507563,5,8
PI507564,5,8
PI507565,5,8
PI507566,5,8
PI507567,5,8
PI507568,5,8
PI507569,5,8
PI507570,5,8
PI507571,5,8
PI507572,5,8
PI507573,5,8
PI507574,5,8
PI507575,5,8
PI507576,5,8
PI507577,5,8
PI507578,5,8
PI507579,5,8
PI507670,5,8
PI507671,5,8
PI507672,5,8
PI507673,5,8
PI507674,5,8
PI507675,5,8
PI507676,5,8
PI507677,5,8
PI507678,5,8
PI507680,5,8
PI507682,5,8
PI507683,5,8
PI507684,5,8
PI507688,5,8
PI507689,5,8
PI507690,5,8
PI507691,5,8
PI507693,5,8
PI507694,5,8
PI507695,5,8
PI507697,5,8
PI507698,5,8
PI507699,5,8
PI507701,5,8
PI507702,5,8
PI507703,5,8
PI507705,5,8
PI507706,5,8
PI507707,5,8
PI507708,5,8
PI507709,5,8
PI507710,5,8
PI507712,5,8
PI507714,5,8
PI507716,5,8
PI507717,5,8
PI508293,5,8
PI508294,5,8
PI508295,5,8
PI508297,5,8
PI508298,5,8
PI509075,5,8
PI509076,5,8
PI509077,5,8
PI509078,5,8
PI509079,5,8
PI509080,5,8
PI509081,5,8
PI509082,5,8
PI509083,5,8
PI509084,5,8
PI509085,5,8
PI509086,5,8
PI509087,5,8
PI509088,5,8
PI509089,5,8
PI509090,5,8
PI509092,5,8
PI509093,5,8
PI509094,5,8
PI509095,2,8
PI509096,5,8
PI509097,5,8
PI509098,5,8
PI509099,5,8
PI509100,2,8
PI509101,5,8
PI509102,5,8
PI509103,5,8
PI509104,5,8
PI509105,5,8
PI509106,5,8
PI509107,5,8
PI509108,5,8
PI509109,5,8
PI509111,5,8
PI509112,5,8
PI509113,5,8
PI511866,5,8
PI511867,5,8
PI511868,5,8
PI511869,5,8
PI512323,5,8
PI512324,5,8
PI514671,5,8
PI514672,5,8
PI518283,5,8
PI518284,5,8
PI518285,5,8
PI518286,5,8
PI518287,5,8
PI518288,5,8
PI518290,5,8
PI518295,5,8
PI518296,5,8
PI518297,5,8
PI518702,5,8
PI518703,5,8
PI518704,5,8
PI518705,5,8
PI518707,5,8
PI518708,5,8
PI518709,5,8
PI518710,5,8
PI518711,5,8
PI518712,5,8
PI518715,5,8
PI518716,5,8
PI518719,5,8
PI518720,5,8
PI518721,5,8
PI518722,5,8
PI518723,5,8
PI518726,5,8
PI518727,5,8
PI518728,5,8
PI518729,5,8
PI518750,5,8
PI518751,5,8
PI518752,5,8
PI518753,5,8
PI518754,5,8
PI518756,5,8
PI518757,5,8
PI518758,5,8
PI518759,5,8
PI518771,5,8
PI518772,5,8
PI518825,5,8
PI518829,4,8
PI518830,5,8
PI518831,5,8
PI518833,5,8
PI520732,5,8
PI520733,5,8
PI522186,4,8
PI522187,5,8
PI522189,5,8
PI522190,4,8
PI522191,5,8
PI524993,5,8
PI524994,4,8
PI532434,4,8
PI532437,5,8
PI532438,5,8
PI532439,5,8
PI532442,5,8
PI532443,5,8
PI532445,5,8
PI532446,5,8
PI532447,5,8
PI532448,5,8
PI532454,5,8
PI532456,5,8
PI532457,5,8
PI532459,5,8
PI532464,5,8
PI532465,5,8
PI532467,5,8
PI532468,5,8
PI532469,5,8
PI532471,5,8
PI532473,5,8
PI533605,1,8
PI538375,5,8
PI538376,5,8
PI538377,5,8
PI538378,5,8
PI538380,5,8
PI538381,5,8
PI538382,4,8
PI538383,5,8
PI538387,5,8
PI538388,5,8
PI538389,5,8
PI538390,5,8
PI538391,5,8
PI538392,5,8
PI538393,5,8
PI538394,5,8
PI538395,5,8
PI538397,5,8
PI538398,5,8
PI538400,5,8
PI538403,5,8
PI538404,5,8
PI538405,5,8
PI538406,5,8
PI538407,5,8
PI538408,2,8
PI538409,5,8
PI540739,5,8
PI540740,5,8
PI542404,5,8
PI548296,5,8
PI548297,5,8
PI548298,5,8
PI548299,4,8
PI548301,5,8
PI548305,5,8
PI548306,5,8
PI548308,5,8
PI548310,5,8
PI548312,5,8
PI548313,5,8
PI548314,5,8
PI548316,5,8
PI548317,5,8
PI548320,5,8
PI548322,5,8
PI548323,5,8
PI548325,5,8
PI548326,5,8
PI548327,5,8
PI548329,5,8
PI548331,5,8
PI548335,5,8
PI548336,5,8
PI548339,4,8
PI548341,5,8
PI548346,5,8
PI548348,5,8
PI548349,4,8
PI548353,5,8
PI548354,4,8
PI548355,5,8
PI548357,5,8
PI548358,5,8
PI548359,5,8
PI548361,5,8
PI548362,4,8
PI548364,5,8
PI548365,5,8
PI548366,4,8
PI548370,5,8
PI548372,5,8
PI548376,1,8
PI548377,5,8
PI548378,5,8
PI548379,5,8
PI548382,5,8
PI548385,4,8
PI548386,5,8
PI548387,5,8
PI548388,5,8
PI548389,5,8
PI548391,5,8
PI548392,4,8
PI548393,5,8
PI548395,5,8
PI548397,5,8
PI548398,5,8
PI548399,5,8
PI548400,5,8
PI548402,1,8
PI548406,5,8
PI548409,5,8
PI548412,5,8
PI548414,5,8
PI548415,5,8
PI548419,5,8
PI548420,5,8
PI548425,5,8
PI548426,5,8
PI548427,5,8
PI548428,5,8
PI548430,5,8
PI548431,5,8
PI548436,5,8
PI548437,5,8
PI548438,5,8
PI548439,5,8
PI548440,5,8
PI548441,5,8
PI548442,5,8
PI548443,5,8
PI548444,4,8
PI548445,5,8
PI548446,5,8
PI548447,5,8
PI548448,5,8
PI548449,5,8
PI548450,5,8
PI548451,5,8
PI548452,5,8
PI548453,5,8
PI548454,5,8
PI548456,1,8
PI548457,5,8
PI548458,5,8
PI548459,5,8
PI548460,5,8
PI548461,5,8
PI548462,5,8
PI548465,5,8
PI548466,5,8
PI548467,5,8
PI548468,5,8
PI548469,5,8
PI548470,5,8
PI548471,5,8
PI548472,5,8
PI548474,5,8
PI548475,5,8
PI548476,5,8
PI548478,5,8
PI548479,5,8
PI548480,4,8
PI548481,5,8
PI548482,4,8
PI548485,5,8
PI548488,5,8
PI548489,2,8
PI548490,5,8
PI548491,5,8
PI548493,5,8
PI548494,4,8
PI548495,5,8
PI548496,5,8
PI548497,5,8
PI548498,4,8
PI548504,5,8
PI548560,5,8
PI548571,5,8
PI548592,5,8
PI548593,5,8
PI548594,5,8
PI548607,5,8
PI548615,5,8
PI548653,5,8
PI548654,5,8
PI548656,5,8
PI548657,4,8
PI548658,5,8
PI548660,4,8
PI548661,5,8
PI548662,5,8
PI548663,5,8
PI548695,5,8
PI548697,4,8
PI548698,5,8
PI548982,2,8
PI548988,4,8
PI559369,5,8
PI567675,5,8
PI567677,4,8
PI567678,4,8
PI567681,4,8
PI567685,4,8
PI567686,5,8
PI567687,4,8
PI567689,4,8
PI567690,5,8
PI567691,4,8
PI567692,4,8
PI567693,4,8
PI567694,4,8
PI567695,5,8
PI567699,2,8
PI567700,4,8
PI567701,5,8
PI567703,4,8
PI567704,5,8
PI567705,5,8
PI567707,5,8
PI567708,4,8
PI567709,5,8
PI567710,5,8
PI567712,5,8
PI567714,5,8
PI567715,5,8
PI567718,5,8
PI567719,4,8
PI567721,4,8
PI567722,4,8
PI567723,4,8
PI567724,5,8
PI567725,4,8
PI567726,2,8
PI567728,5,8
PI567729,5,8
PI567730,5,8
PI567731,5,8
PI567732,5,8
PI567733,5,8
PI567734,5,8
PI567735,5,8
PI567737,4,8
PI567740,5,8
PI567741,2,8
PI567743,4,8
PI567746,5,8
PI567750,5,8
PI567752,5,8
PI567754,5,8
PI567756,5,8
FC003654N,5,9
FC004002B,5,9
FC004002N,5,9
FC004007A,5,9
FC004007B,5,9
PI068609A,5,9
PI068609B,5,9
PI081029N,5,9
PI081780S,5,9
PI082184S,5,9
PI082312N,5,9
PI083881A,5,9
PI084632S,5,9
PI084669N,5,9
PI084683A,5,9
PI084987A,5,9
PI085666S,5,9
PI086045S,4,9
PI086109B,5,9
PI086113S,5,9
PI086138R,5,9
PI088293A,5,9
PI088816S,5,9
PI088820N,5,9
PI089061N,5,9
PI089154S,5,9
PI090479P,5,9
PI090495N,5,9
PI091108N,5,9
PI091159S,5,9
PI092641B,5,9
PI092707S,5,9
PI093055S,5,9
PI093565A,5,9
PI094159B,5,9
PI096169B,5,9
PI096194P,5,9
PI103419B,4,9
PI123577B,4,9
PI157487B,4,9
PI159923B,5,9
PI161431A,5,9
PI161431B,5,9
PI248509A,5,9
PI248509B,5,9
PI253650A,5,9
PI253650B,5,9
PI253651A,5,9
PI253651B,5,9
PI253651C,5,9
PI253651D,5,9
PI253652A,5,9
PI253652B,5,9
PI253652C,5,9
PI253652D,5,9
PI253653A,5,9
PI253653B,5,9
PI253653C,5,9
PI253653D,4,9
PI253656A,5,9
PI253656B,5,9
PI253658A,5,9
PI253658B,5,9
PI253658C,5,9
PI253660A,5,9
PI253660B,5,9
PI253661A,5,9
PI253661B,5,9
PI253665A,5,9
PI253665B,5,9
PI253665C,5,9
PI253665D,5,9
PI253666A,5,9
PI253666B,5,9
PI266085A,5,9
PI266085B,5,9
PI266085C,5,9
PI266806A,5,9
PI266806B,5,9
PI266806C,5,9
PI266806D,5,9
PI266807A,5,9
PI266807B,5,9
PI266807C,5,9
PI266807D,5,9
PI273483A,5,9
PI273483B,5,9
PI273483C,4,9
PI273483D,5,9
PI273483F,5,9
PI290116A,5,9
PI290116B,5,9
PI290123A,5,9
PI290123B,5,9
PI290126A,5,9
PI290126B,5,9
PI290129A,5,9
PI290129B,5,9
PI291274A,5,9
PI291274B,5,9
PI291293A,5,9
PI291293B,5,9
PI291302A,5,9
PI291302B,5,9
PI291302C,5,9
PI291303A,4,9
PI291303B,5,9
PI291306A,4,9
PI291306B,4,9
PI291309A,5,9
PI291309B,5,9
PI291309C,5,9
PI291309D,5,9
PI291310A,5,9
PI291310B,5,9
PI291310C,5,9
PI291311A,5,9
PI291311B,5,9
PI291319A,5,9
PI291319B,5,9
PI291320A,5,9
PI291320B,5,9
PI297498A,5,9
PI297498B,5,9
PI297507A,5,9
PI297507B,5,9
PI317334A,5,9
PI317334B,5,9
PI319534A,5,9
PI319534B,5,9
PI319534C,5,9
PI319535A,5,9
PI319535B,5,9
PI319536A,5,9
PI319536C,5,9
PI319536D,5,9
PI319537A,5,9
PI319537B,4,9
PI323586A,5,9
PI323586B,5,9
PI323586C,5,9
PI339863A,5,9
PI339863B,5,9
PI339864A,5,9
PI339864B,4,9
PI339865A,5,9
PI339865B,5,9
PI339868A,5,9
PI339868B,4,9
PI339868C,5,9
PI339868D,5,9
PI339868E,5,9
PI339868F,5,9
PI340021A,5,9
PI340021B,4,9
PI340031A,5,9
PI340031B,5,9
PI340053A,5,9
PI340053B,5,9
PI342435A,5,9
PI342435B,5,9
PI342619A,4,9
PI342619B,5,9
PI347539A,5,9
PI347539B,5,9
PI347540A,5,9
PI347540B,5,9
PI347540C,5,9
PI347544A,5,9
PI347544B,5,9
PI347546A,5,9
PI347546B,5,9
PI347550A,5,9
PI347550B,5,9
PI347552A,5,9
PI347552B,5,9
PI347552C,5,9
PI347559A,5,9
PI347559B,5,9
PI347563A,5,9
PI347563B,5,9
PI347565A,5,9
PI347565B,5,9
PI358315A,5,9
PI358315C,5,9
PI358316A,5,9
PI358316B,5,9
PI358316C,5,9
PI358317A,5,9
PI358317B,5,9
PI358318A,5,9
PI358318B,5,9
PI358321A,5,9
PI358321B,5,9
PI358321C,5,9
PI360955A,5,9
PI360955B,5,9
PI360963A,5,9
PI360963B,5,9
PI360963C,5,9
PI361059A,5,9
PI361059B,5,9
PI361061A,5,9
PI361061B,5,9
PI361062A,5,9
PI361062B,5,9
PI361065A,5,9
PI361065B,5,9
PI361066A,5,9
PI361066B,5,9
PI361071A,5,9
PI361071B,5,9
PI361071C,5,9
PI361077A,5,9
PI361077B,5,9
PI361085A,5,9
PI361085B,5,9
PI361088A,5,9
PI361088B,5,9
PI361097A,5,9
PI361097B,5,9
PI361112A,5,9
PI361112B,5,9
PI361123A,5,9
PI361123B,5,9
PI370057A,5,9
PI370057B,5,9
PI372403A,5,9
PI372403B,5,9
PI372403C,5,9
PI372404A,5,9
PI372404C,5,9
PI372415A,5,9
PI372415B,5,9
PI372416A,5,9
PI372416B,5,9
PI372421A,5,9
PI372421B,5,9
PI378656A,5,9
PI378656B,5,9
PI378660A,4,9
PI378660B,5,9
PI378664A,5,9
PI378664B,4,9
PI378664C,5,9
PI378669A,5,9
PI378669B,5,9
PI378669C,5,9
PI378669D,5,9
PI378670A,5,9
PI378670B,5,9
PI378674A,5,9
PI378674B,5,9
PI378675A,5,9
PI378675B,5,9
PI378676A,5,9
PI378676B,5,9
PI378677B,5,9
PI378677C,5,9
PI378680A,5,9
PI378680B,5,9
PI378680C,5,9
PI378680D,5,9
PI378680E,5,9
PI378682A,5,9
PI378682B,5,9
PI378682C,4,9
PI378693A,5,9
PI379559A,5,9
PI379559B,5,9
PI379559C,5,9
PI379559D,5,9
PI379562A,5,9
PI379562B,5,9
PI384469A,5,9
PI384469C,5,9
PI391581A,5,9
PI391581B,5,9
PI391589A,5,9
PI393541A,5,9
PI393541B,5,9
PI404155A,5,9
PI404155B,5,9
PI404155C,5,9
PI404169A,5,9
PI404169B,5,9
PI404173A,5,9
PI404173B,5,9
PI404179A,5,9
PI404179B,5,9
PI404188A,5,9
PI404188B,5,9
PI404192A,5,9
PI404192B,5,9
PI404192C,5,9
PI404196A,5,9
PI404196B,5,9
PI404198A,1,9
PI404198B,4,9
PI407386B,5,9
PI407386D,5,9
PI407655A,5,9
PI407655B,5,9
PI407655C,5,9
PI407658A,4,9
PI407658B,5,9
PI407658C,5,9
PI407659A,5,9
PI407659B,5,9
PI407706A,5,9
PI407706B,5,9
PI407708A,5,9
PI407708B,5,9
PI407711A,5,9
PI407711B,5,9
PI407725A,5,9
PI407725B,5,9
PI407772A,5,9
PI407772B,5,9
PI407773A,5,9
PI407773B,5,9
PI407778A,4,9
PI407778B,4,9
PI407778C,4,9
PI407781A,4,9
PI407781B,5,9
PI407781C,5,9
PI407786A,4,9
PI407786B,5,9
PI407788A,4,9
PI407788B,5,9
PI407788C,5,9
PI407795A,5,9
PI407795B,4,9
PI407805A,5,9
PI407805B,5,9
PI407805C,5,9
PI407805D,5,9
PI407806A,4,9
PI407806B,5,9
PI407818A,5,9
PI407818B,5,9
PI407821B,5,9
PI407832A,5,9
PI407832B,5,9
PI407833A,5,9
PI407833B,4,9
PI407833C,5,9
PI407845A,5,9
PI407845B,5,9
PI407861A,5,9
PI407861B,5,9
PI407861C,5,9
PI407867A,5,9
PI407867B,5,9
PI407867C,5,9
PI407868A,5,9
PI407868B,5,9
PI407868C,5,9
PI407869A,5,9
