acid,PRR3.492577
PI567686,1
PI567690,1
PI567695,1
PI567696A,1
PI567700,1
PI567705,1
PI567675,1
PI567678,1
PI567681,1
PI567683A,1
PI567687,1
PI567688B,1
PI567689,1
PI567691,1
PI567692,1
PI567693,1
PI567694,1
PI567696B,1
PI567696C,1
PI567702A,1
PI567699,1
PI567702B,1
PI567488A,1
PI567488B,1
PI567712,1
PI567713A,1
PI567729,1
PI567731,1
PI567708,1
PI567709,1
PI567711A,1
PI567711B,1
PI567713B,1
PI567713C,1
PI567713D,1
PI567713E,1
PI567714,1
PI567715,1
PI567716A,1
PI567716B,1
PI567719,1
PI567720B,1
PI567721,1
PI567723,1
PI567727A,1
PI567727B,1
PI567728,1
PI567735,1
PI567737,1
PI567738A,1
PI567738B,1
PI567742A,1
PI567749A,1
PI567749B,1
PI567750,1
PI567751A,1
PI567754,1
PI567720A,1
PI567722,1
PI567751B,1
PI567756,1
PI567730,1
PI567710,1
PI567528A,1
PI567363B,1
PI567418A,1
PI567562A,1
PI567373A,1
PI567516C,1
PI567535A,1
PI567583C,1
PI567507B,1
PI567373B,1
PI567400,1
PI567660B,1
PI567291,1
PI567319A,1
PI567319B,1
PI567324,1
PI567331,1
PI567361,1
PI567363A,1
PI567369A,1
PI567372A,1
PI567372B,1
PI567430,1
PI567438,1
PI567445B,1
PI567448,1
PI567450,1
PI567456,1
PI567464,1
PI567473A,1
PI567473B,1
PI567477,1
PI567478,1
PI567494,1
PI567496,1
PI567499,1
PI567504,1
PI567505,1
PI567506,1
PI567507A,1
PI567513,1
PI567358,1
PI567368,1
PI567369B,1
PI567370A,1
PI567374,1
PI567387,1
PI567389A,1
PI567395,1
PI567404A,1
PI567418B,1
PI567418C,1
PI567473C,1
PI567473D,1
PI567508A,1
PI567508B,1
PI567515,1
PI567516A,1
PI567516B,1
PI567520B,1
PI567523,1
PI567527,1
PI567528B,1
PI567529,1
PI567530,1
PI567531,1
PI567533,1
PI567535B,1
PI567536,1
PI567539,1
PI567540A,1
PI567540B,1
PI567542,1
PI567544,1
PI567546,1
PI567550,1
PI567558,1
PI567559,1
PI567562B,1
PI567563A,1
PI567563B,1
PI567566,1
PI567567,1
PI567570,1
PI567572A,1
PI567572B,1
PI567574A,1
PI567583D,1
PI567587A,1
PI567587B,1
PI567588A,1
PI567588B,1
PI567589,1
PI567590A,1
PI567590B,1
PI567591,1
PI567593A,1
PI567593B,1
PI567597A,1
PI567597B,1
PI567597C,1
PI567601,1
PI567603A,1
PI567603B,1
PI567606,1
PI567608,1
PI567609,1
PI567611,1
PI567612,1
PI567614A,1
PI567614D,1
PI567616,1
PI567617A,1
PI567617B,1
PI567617C,1
PI567624,1
PI567627A,1
PI567627B,1
PI567627C,1
PI567628A,1
PI567628B,1
PI567633,1
PI567637,1
PI567641,1
PI567642A,1
PI567642B,1
PI567642C,1
PI567651,1
PI567652,1
PI567653,1
PI567654,1
PI567659,1
PI567660A,1
PI567661A,1
PI567661B,1
PI567665,1
PI567666,1
PI567674,1
PI567507C,1
PI567507D,1
PI567520A,1
PI567574B,1
PI567493,1
PI567619,1
PI567644,1
PI567614B,1
PI567310A,1
PI567316A,1
PI567316B,1
PI567343,1
PI567347,1
PI567455,1
PI567472,1
PI567315,1
PI567329,1
PI567370B,1
PI567379A,1
PI567379B,1
PI567379C,1
PI567384,1
PI567388,1
PI567389B,1
PI567394A,1
PI567394B,1
PI567394C,1
PI567401,1
PI567402,1
PI567404B,1
PI567404C,1
PI567408,1
PI567445C,1
PI567517,1
PI567521,1
PI567553,1
PI567613,1
PI567629A,1
PI567629B,1
PI567635,1
PI567507E,1
PI567583A,1
PI567583B,1
PI567614C,1
PI567445A,1
PI567488C,1
PI567770A,1
PI567774A,1
PI567774B,1
PI567762A,1
PI567762C,1
PI567767A,1
PI567767B,1
PI567767C,1
PI567769,1
PI567770C,1
PI567773,1
PI567768,1
PI567758,1
PI567688A,1
PI567697,1
PI567776,1
PI567780B,1
PI567781,1
PI567762B,1
PI567767D,1
PI567777,1
PI567780A,1
PI567403A,1
PI567403B,1
PI567404D,1
PI567404E,1
PI567404F,1
PI567405,1
PI567742B,1
PI567751C,1
PI567759,1
PI567763,1
PI567764,1
PI567766,1
PI567706A,5
PI567676A,5
PI567676B,5
PI567677,5
PI567679A,5
PI567679B,5
PI567679C,5
PI567685,5
PI567698B,5
PI567701,5
PI567704,5
PI567650C,5
PI567706B,5
PI567717A,5
PI567732,5
PI567753B,5
PI567707,5
PI567717B,5
PI567717C,5
PI567724,5
PI567725,5
PI567726,5
PI567733,5
PI567744A,5
PI567752,5
PI567753A,5
PI567753C,5
PI567755A,5
PI567755B,5
PI567744B,5
PI567541A,5
PI567336A,5
PI567415A,5
PI567421,5
PI567491A,5
PI567492,5
PI567510A,5
PI567512B,5
PI567568A,5
PI567581,5
PI567636,5
PI567328,5
PI567303A,5
PI567476,5
PI567290A,5
PI567293,5
PI567294,5
PI567296B,5
PI567297,5
PI567301B,5
PI567302,5
PI567304,5
PI567305,5
PI567306B,5
PI567307,5
PI567311A,5
PI567311B,5
PI567313,5
PI567317,5
PI567318,5
PI567323A,5
PI567323B,5
PI567325A,5
PI567327,5
PI567330,5
PI567333A,5
PI567335A,5
PI567337,5
PI567351A,5
PI567354,5
PI567357,5
PI567359,5
PI567360,5
PI567362A,5
PI567362B,5
PI567366A,5
PI567416,5
PI567419A,5
PI567419B,5
PI567420,5
PI567422,5
PI567424A,5
PI567424B,5
PI567425A,5
PI567425B,5
PI567426,5
PI567427,5
PI567429A,5
PI567429B,5
PI567431,5
PI567432A,5
PI567432B,5
PI567432C,5
PI567433A,5
PI567433B,5
PI567434,5
PI567435A,5
PI567435B,5
PI567436,5
PI567437,5
PI567440,5
PI567441A,5
PI567441B,5
PI567442,5
PI567443,5
PI567444,5
PI567446,5
PI567447A,5
PI567447B,5
PI567449,5
PI567453,5
PI567454,5
PI567457,5
PI567458,5
PI567460,5
PI567461,5
PI567462,5
PI567463,5
PI567465,5
PI567467,5
PI567468,5
PI567469A,5
PI567469B,5
PI567470,5
PI567471,5
PI567474,5
PI567475,5
PI567480A,5
PI567481,5
PI567482A,5
PI567482B,5
PI567484,5
PI567485,5
PI567486A,5
PI567486B,5
PI567487,5
PI567489A,5
PI567489B,5
PI567490,5
PI567491B,5
PI567498,5
PI567501,5
PI567503,5
PI567510B,5
PI567511,5
PI567512A,5
PI567300A,5
PI567323C,5
PI567341,5
PI567366B,5
PI567367,5
PI567375A,5
PI567375B,5
PI567381A,5
PI567396A,5
PI567398,5
PI567417C,5
PI567429C,5
PI567429D,5
PI567429E,5
PI567480B,5
PI567482C,5
PI567502,5
PI567512C,5
PI567514A,5
PI567514B,5
PI567518,5
PI567519,5
PI567522A,5
PI567522B,5
PI567524,5
PI567525,5
PI567532,5
PI567537,5
PI567538A,5
PI567538B,5
PI567541B,5
PI567541C,5
PI567543A,5
PI567543B,5
PI567543C,5
PI567545,5
PI567547,5
PI567551,5
PI567552,5
PI567554A,5
PI567554B,5
PI567555,5
PI567556,5
PI567557,5
PI567560,5
PI567561,5
PI567564,5
PI567569,5
PI567571,5
PI567573A,5
PI567573B,5
PI567575,5
PI567578A,5
PI567578B,5
PI567579,5
PI567580A,5
PI567580B,5
PI567582A,5
PI567582B,5
PI567584,5
PI567585A,5
PI567585B,5
PI567586A,5
PI567586B,5
PI567592,5
PI567595A,5
PI567595B,5
PI567596,5
PI567598A,5
PI567598B,5
PI567599,5
PI567602A,5
PI567602B,5
PI567602C,5
PI567605,5
PI567607A,5
PI567607B,5
PI567615,5
PI567620A,5
PI567620B,5
PI567623,5
PI567626,5
PI567630A,5
PI567631,5
PI567632A,5
PI567632B,5
PI567638,5
PI567639,5
PI567640,5
PI567643,5
PI567647A,5
PI567647B,5
PI567648B,5
PI567648C,5
PI567650A,5
PI567650B,5
PI567656,5
PI567658,5
PI567662,5
PI567663,5
PI567667A,5
PI567668,5
PI567669,5
PI567671A,5
PI567671B,5
PI567671C,5
PI567673A,5
PI567673B,5
PI567667B,5
PI567630B,5
PI567447C,5
PI567466A,5
PI567298,5
PI567299A,5
PI567300B,5
PI567303B,5
PI567308,5
PI567309,5
PI567312,5
PI567320,5
PI567321B,5
PI567333B,5
PI567334,5
PI567335B,5
PI567339,5
PI567340,5
PI567342,5
PI567349A,5
PI567355A,5
PI567355B,5
PI567415B,5
PI567417A,5
PI567439,5
PI567459,5
PI567466B,5
PI567314,5
PI567322,5
PI567325B,5
PI567326A,5
PI567326B,5
PI567375C,5
PI567375D,5
PI567376A,5
PI567376B,5
PI567377B,5
PI567378,5
PI567380,5
