acid,SCN4.492579,SCN4code.492579
PI567425B,4,3.3
PI567504,4,3.3
PI567554A,4,3.3
PI567481,4,3.3
PI567491B,4,3.3
PI567461,4,3.3
PI567489B,4,3.3
PI567370A,4,3.3
PI567419A,4,3.3
PI567426,4,3.3
PI567615,4,3.3
PI567475,4,3.3
PI567515,4,3.3
PI567576,4,3.3
PI567620A,4,3.3
PI567604B,4,3.3
PI567486B,4,3.3
PI567419B,4,3.3
PI567420,4,3.3
PI567482A,4,3.3
PI567482B,4,3.3
PI567500,4,3.3
PI567418B,4,3.3
PI567575,4,3.3
PI567586A,4,3.3
PI567587B,4,3.3
PI567588A,4,3.3
PI567602C,4,3.3
PI567639,4,3.3
PI567663,4,3.3
PI567618B,4,3.3
PI567493,4,3.3
PI567458,4,3.3
PI567648C,4,3.3
PI567578B,4,3.3
PI567603B,4,3.3
PI567499,4,3.3
PI567489A,4,3.3
PI567623,4,3.3
PI567549A,4,3.3
PI567667A,4,3.3
PI567480A,4,3.3
PI567480B,4,3.3
PI567531,4,3.3
PI567671A,4,3.3
PI567469B,4,3.3
PI567599,4,3.3
PI567602B,4,3.3
PI567630B,4,3.3
PI567418C,4,3.3
PI567430,4,3.3
PI567587A,4,3.3
PI567617C,4,3.3
PI567455,4,3.3
PI567394A,4,3.3
PI567625,4,3.3
PI567634,4,3.3
PI567328,4,3.3
PI567384,4,3.3
PI567412,4,3.3
PI567629A,4,3.3
PI567629B,4,3.3
PI567667C,4,3.3
PI567284,4,3.3
PI543855,4,3.3
PI567387,5,3.5
PI567424B,5,3.5
PI567404A,5,3.5
PI567471,5,3.5
PI567362A,5,3.5
PI567440,5,3.5
PI567454,5,3.5
PI567512A,5,3.5
PI567636,5,3.5
PI567330,5,3.5
PI567465,5,3.5
PI567516A,5,3.5
PI567518,5,3.5
PI567336A,5,3.5
PI567375A,5,3.5
PI567363B,5,3.5
PI567562A,5,3.5
PI567432A,5,3.5
PI567555,5,3.5
PI567572B,5,3.5
PI567432C,5,3.5
PI567510B,5,3.5
PI567519,5,3.5
PI567395,5,3.5
PI567466A,5,3.5
PI567369B,5,3.5
PI567580B,5,3.5
PI567673A,5,3.5
PI567592,5,3.5
PI567579,5,3.5
PI567647A,5,3.5
PI567553,5,3.5
PI567388,5,3.5
PI567329,5,3.5
PI567414,5,3.5
PI567408,5,3.5
PI567303B,5,3.5
PI567396C,5,3.5
PI567404C,5,3.5
PI567394B,5,3.5
PI567407,5,3.5
PI567507E,5,3.5
PI567374,5,3.7
PI567588B,5,3.7
PI567558,5,3.7
PI567591,5,3.7
PI567570,5,3.7
PI567574A,5,3.7
PI567606,5,3.7
PI567523,5,3.7
PI567541C,5,3.7
PI567563B,5,3.7
PI567611,5,3.7
PI567389A,5,3.7
PI567563A,5,3.7
PI567453,5,3.7
PI567540B,5,3.7
PI567654,5,3.7
PI567593A,5,3.7
PI567450,5,3.7
PI567528B,5,3.7
PI567666,5,3.7
PI567628B,5,3.7
PI567638,5,3.7
PI567508B,5,3.7
PI567621B,5,3.7
PI567632B,5,3.7
PI567583A,5,3.7
PI567614B,5,3.7
PI567612,5,3.7
PI567527,5,3.7
PI567324,5,3.7
PI567505,5,3.7
PI567661B,5,3.7
PI567502,5,3.7
PI567437,5,3.7
PI567490,5,3.7
PI567525,5,3.7
PI567498,5,3.7
PI567669,5,3.7
PI567375B,5,3.7
PI567596,5,3.7
PI567653,5,3.7
PI567668,5,3.7
PI567290A,5,3.7
PI567351A,5,3.7
PI567462,5,3.7
PI567482C,5,3.7
PI567467,5,3.7
PI567366B,5,3.7
PI567554B,5,3.7
PI567557,5,3.7
PI567578A,5,3.7
PI567595A,5,3.7
PI567622,5,3.7
PI567632A,5,3.7
PI567655,5,3.7
PI567662,5,3.7
PI567506,5,3.7
PI567617A,5,3.7
PI567573A,5,3.7
PI567469A,5,3.7
PI567637,5,3.7
PI567538B,5,3.7
PI567598B,5,3.7
PI567628A,5,3.7
PI567671B,5,3.7
PI567526,5,3.7
PI567610A,5,3.7
PI567532,5,3.7
PI567537,5,3.7
PI567538A,5,3.7
PI567569,5,3.7
PI567607B,5,3.7
PI567630A,5,3.7
PI567643,5,3.7
PI567646A,5,3.7
PI567371B,5,3.7
PI567530,5,3.7
PI567604A,5,3.7
PI567528A,5,3.7
PI567417A,5,3.7
PI567648A,5,3.7
PI567521,5,3.7
PI567326A,5,3.7
PI567415B,5,3.7
PI567375D,5,3.7
PI567379B,5,3.7
PI567396D,5,3.7
PI567372B,5,3.8
PI518671,5,3.8
PI567664,5,4
PI567315,5,4
PI567323B,5,4
PI567325A,5,4
PI567627C,5,4
PI567326B,5,4
PI567379A,5,4
PI567544,5,4
PI567594A,5,4
PI567319A,5,4
PI567535B,5,4
PI567441B,5,4
PI567448,5,4
PI567456,5,4
PI567562B,5,4
PI567627A,5,4
PI567293,5,4
PI567608,5,4
PI567445A,5,4
PI567652,5,4
PI567641,5,4
PI567442,5,4
PI567524,5,4
PI567331,5,4
PI567301B,5,4
PI567503,5,4
PI567522A,5,4
PI567313,5,4
PI567300A,5,4
PI567337,5,4
PI567367,5,4
PI567556,5,4
PI567323A,5,4
PI567297,5,4
PI567307,5,4
PI567311A,5,4
PI567311B,5,4
PI567317,5,4
PI567446,5,4
PI567501,5,4
PI567605,5,4
PI567620B,5,4
PI567661A,5,4
PI567372A,5,4
PI567614D,5,4
PI567304,5,4
PI567327,5,4
PI567361,5,4
PI567305,5,4
PI567441A,5,4
PI567447B,5,4
PI567323C,5,4
PI567626,5,4
PI567631,5,4
PI567486A,5,4
PI567291,5,4
PI567296B,5,4
PI567302,5,4
PI567306B,5,4
PI567318,5,4
PI567319B,5,4
PI567359,5,4
PI567427,5,4
PI567436,5,4
PI567511,5,4
PI567514A,5,4
PI567514B,5,4
PI567516B,5,4
PI567520B,5,4
PI567522B,5,4
PI567543A,5,4
PI567582B,5,4
PI567601,5,4
PI567602A,5,4
PI567658,5,4
PI567545,5,4
PI567447C,5,4
PI567357,5,4
PI567416,5,4
PI567447A,5,4
PI567648B,5,4
PI567358,5,4
PI567520A,5,4
PI567595B,5,4
PI567624,5,4
PI567618A,5,4
PI567603A,5,4
PI567586B,5,4
PI567507D,5,4
PI567541A,5,4
PI567590B,5,4
PI567597C,5,4
PI567509,5,4
PI567567,5,4
PI567656,5,4
PI567594B,5,4
PI567646B,5,4
PI567508A,5,4
PI567589,5,4
PI567371A,5,4
PI567621A,5,4
PI567411,5,4
PI567382B,5,4
PI567342,5,4
PI567300B,5,4
PI567309,5,4
PI567310A,5,4
PI567316A,5,4
PI567320,5,4
PI567439,5,4
PI567314,5,4
PI567399,5,4
PI567401,5,4
PI567334,5,4
PI567338,5,4
PI567517,5,4
PI567325B,5,4
PI567298,5,4
PI567333B,5,4
PI567347,5,4
PI567355A,5,4
PI567370B,5,4
PI567406B,5,4
PI567445C,5,4
PI567447D,5,4
PI567619,5,4
PI567299A,5,4
PI567316B,5,4
PI567321B,5,4
PI567343,5,4
PI567355B,5,4
PI567322,5,4
PI567375C,5,4
PI567376B,5,4
PI567381B,5,4
PI567394C,5,4
PI567404B,5,4
PI567413,5,4
PI567613,5,4
PI567288A,5,4
PI567289A,5,4
PI567288B,5,4
