acid,PRR7.492448
PI567396B,5
PI567678,5
PI567742A,5
PI567627C,5
PI567648C,5
PI567415A,5
PI567767C,5
PI567673B,5
PI567369B,5
PI567573A,5
PI567765C,5
PI567778,5
PI567574B,5
