acid,SCN3.491576,SCN3code.491576
PI506546,5,5
PI506547,5,5
PI506549,5,5
PI506550A,5,5
PI506550B,5,5
PI506551,5,5
PI506555,5,5
PI506556,5,5
PI506558,5,4.3
PI506561,5,4.8
PI506565,5,5
PI506566,5,5
PI506567,5,5
PI506568,5,5
PI506571,5,5
PI506579,5,5
PI506580,5,5
PI506582,5,5
PI506585B,5,5
PI506586,5,5
PI506593,5,5
PI506597,5,5
PI506598,5,5
PI506599,5,5
PI506603,5,5
PI506607,5,5
PI506608,5,5
PI506611,5,5
PI506612,5,5
PI506613,5,4.7
PI506614,5,5
PI506615,5,5
PI506617,5,5
PI506618,5,5
PI506619,5,5
PI506620,5,5
PI506621,5,5
PI506622,5,5
PI506623,5,5
PI506624,5,5
PI506625,5,5
PI506626,5,5
PI506627,5,5
PI506629,5,5
PI506630,5,5
PI506632,5,5
PI506633,5,5
PI506636,5,5
PI506639,5,5
PI506640,5,5
PI506643,5,4.8
PI506644,5,5
PI506645,5,5
PI506646,5,5
PI506647,5,4.5
PI506648,5,4.8
PI506650,5,4.6
PI506651,5,5
PI506653,5,5
PI506656,5,4.8
PI506660,5,5
PI506665,5,5
PI506666,5,5
PI506667,5,4.8
PI506668,5,5
PI506670,5,5
PI506680,5,5
PI506682,5,5
PI506686,5,5
PI506687,5,5
PI506690,5,5
PI506691,5,5
PI506694,5,5
PI506702,5,5
PI506704,5,5
PI506706,5,5
PI506707,5,5
PI506708,5,4.5
PI506712,5,5
PI506713,5,5
PI506714,5,5
PI506718,5,5
PI506719,5,5
PI506725,5,5
PI506729,5,5
PI506733B,5,5
PI506735A,5,5
PI506735B,5,5
PI506738,5,5
PI506739,5,4.8
PI506740,5,5
PI506741,5,5
PI506742,5,5
PI506743,5,5
PI506744,5,5
PI506745,5,4.8
PI506746,5,5
PI506749,5,5
PI506750,5,5
PI506752,5,5
PI506753,5,5
PI506754,5,5
PI506755,5,5
PI506756,5,5
PI506757,5,5
PI506761,5,5
PI506763,5,5
PI506767,5,5
PI506768,5,5
PI506772,5,5
PI506773,5,5
PI506774,5,5
PI506775,5,5
PI506776,5,5
PI506778,5,5
PI506781,5,5
PI506786,5,5
PI506792,5,5
PI506794,5,5
PI506795,5,5
PI506796,5,5
PI506797,5,5
PI506798,5,5
PI506804,5,5
PI506805,5,5
PI506806,5,5
PI506810,5,5
PI506813,5,5
PI506817,5,5
PI506822,5,5
PI506826,5,5
PI506827,5,5
PI506829,5,5
PI506830,5,5
PI506831,5,5
PI506834,5,5
PI506835,5,5
PI506845,5,5
PI506851,5,5
PI506854,5,5
PI506856,5,5
PI506871,5,5
PI506875,5,5
PI506877,5,5
PI506878,5,4.9
PI506879,5,4.6
PI506885,5,4.5
PI506886,5,4.7
PI506888,5,4.8
PI506889,5,4.9
PI506890,5,5
PI506891,5,4.5
PI506893,5,4.8
PI506904,5,4.7
PI506905,5,4.4
PI506907,5,4.8
PI506908,5,4.6
PI506910,5,4.6
PI506914,5,4.3
PI506915,5,4.6
PI506919,5,4.8
PI506921,5,5
PI506922,5,4.3
PI506926,5,4.7
PI506936,5,4.8
PI506940,5,5
PI506941,5,5
PI506944,5,4.7
PI506946,5,4.8
PI506949,5,5
PI506950,5,5
PI506952,5,5
PI506953,5,5
PI506955,5,5
PI506956,5,5
PI506957,5,5
PI506958,5,5
PI506959,5,5
PI506960,5,5
PI506961,5,5
PI506963,5,5
PI506964,5,5
PI506966,5,5
PI506967,5,5
PI506968,5,5
PI506970,5,4.8
PI506972,5,5
PI506974,5,5
PI506975,5,5
PI506976,5,5
PI506977,5,5
PI506978,5,5
PI506979,5,5
PI506980,5,5
PI506981,5,4.8
PI506983,5,5
PI506984,5,5
PI506985,5,5
PI506986,5,5
PI506991,5,5
PI506997,5,5
PI506999,5,5
PI507001,5,5
PI507004,5,5
PI507006,5,5
PI507008,5,5
PI507010,5,4.7
PI507011,5,5
PI507012,5,5
PI507018,5,5
PI507020,5,4.8
PI507023,5,5
PI507030,5,4.8
PI507031,5,4.8
PI507033,5,5
PI507034,5,4.8
PI507035,5,4.4
PI507036,5,5
PI507037,5,5
PI507039,5,5
PI507042,5,5
PI507043,5,5
PI507044,5,5
PI507046,5,5
PI507048,5,4.6
PI507049,5,5
PI507050,5,5
PI507056,5,5
PI507057,5,5
PI507058,5,5
PI507059,5,5
PI507068,5,5
PI507070,5,5
PI507074,5,5
PI507076,5,5
PI507077,5,4.8
PI507078,5,5
PI507081,5,5
PI507084,5,4.8
PI507085,5,4.8
PI507087,5,5
PI507088,5,5
PI507095B,5,5
PI507096,5,4.5
PI507099,5,5
PI507102,5,5
PI507103,5,5
PI507105,5,5
PI507109,5,5
PI507110,5,5
PI507111,5,5
PI507112,5,5
PI507115,5,5
PI507116,5,5
PI507117A,5,5
PI507117B,5,5
PI507118,5,5
PI507119,5,5
PI507120,5,5
PI507121,5,5
PI507122,5,5
PI507124,5,5
PI507126,5,5
PI507127,5,4.8
PI507128,5,5
PI507135,5,5
PI507136,5,5
PI507137,5,5
PI507138,5,4.8
PI507139,5,5
PI507140,5,4.7
PI507143,5,5
PI507144,5,5
PI507146,5,5
PI507154,5,5
PI507156,5,5
PI507157,5,5
PI507161,5,5
PI507170,5,5
PI507177,5,5
PI507183,5,5
PI507185,5,4.8
PI507187,5,5
PI507192,5,5
PI507194,5,5
PI507202,5,5
PI507203,5,5
PI507205,5,4.8
PI507206,5,5
PI507207,5,4.5
PI507208,5,4.8
PI507209,5,5
PI507210,5,5
PI507211,5,5
PI507212,5,5
PI507214,5,4.8
PI507215,5,5
PI507216A,5,4.8
PI507216B,5,5
PI507217,5,5
PI507219,5,5
PI507220,5,5
PI507223,5,4.8
PI507224,5,4.8
PI507225,5,5
PI507227,5,5
PI507228,5,5
PI507230,5,4.5
PI507231,5,5
PI507233,5,5
PI507234,5,5
PI507235,5,4.5
PI507236,5,5
PI507243,5,4.7
PI507250,5,4.3
PI507251,5,4.3
PI507252,5,5
PI507257,5,5
PI507258,5,5
PI507260,5,5
PI507261,5,5
PI507262,5,5
PI507264,5,5
PI507269,5,5
PI507270,5,5
PI507278,5,5
PI507283,5,4.8
PI507284,5,5
PI507287,5,5
PI507288,5,5
PI507290,5,5
PI507292,5,5
PI507299,5,5
PI507300,5,5
PI507301,5,5
PI507302,5,4.7
PI507304,5,5
PI507306,5,5
PI507307,5,5
PI507310,5,5
PI507314,5,5
PI507321,5,5
PI507322,5,5
PI507324,5,4.5
PI507326,5,5
PI507327,5,4.7
PI507329,5,5
PI507330,5,5
PI507331,5,5
PI507335,5,4.7
PI507338,5,4.5
PI507340,5,5
PI507342,5,5
PI507343,5,5
PI507345,5,5
PI507346,5,5
PI507356,5,5
PI507357,5,5
PI507358,5,5
PI507359,5,5
PI507360,5,5
PI507361,5,5
PI507372,5,4.3
PI507374,5,4.8
PI507375,5,5
PI507376,5,5
PI507377,5,5
PI507378,5,4.2
PI507380,5,4.6
PI507381,5,5
PI507391,5,4.8
PI507394,5,5
PI507397,5,5
PI507399,5,5
PI507401,5,5
PI507402,5,5
PI507403,5,5
PI507409,5,4.7
PI507410,5,5
PI507416,5,5
PI507417,5,5
PI507420,5,5
PI507428,5,5
PI507433,5,5
PI507437,5,4.9
PI507444,5,5
PI507450,5,5
PI507452,5,4.8
PI507454,5,5
PI507457,5,5
PI507459,5,5
PI507462,5,5
PI507463,5,4.8
PI507477,5,5
PI507482,5,5
PI507484,5,5
PI507485,5,5
PI507486,5,5
PI507488,5,4.7
PI507489,5,4.8
PI507490,5,5
PI507495,5,4.7
PI507496,5,5
PI507497,5,4.9
PI507499,5,4.9
PI507503,5,5
PI507504,5,5
PI507505,5,5
PI507508,5,5
PI507511,5,5
PI507512,5,5
PI507514,5,5
PI507532,5,5
PI507533,5,4.8
PI507534,5,5
PI507537,5,4.8
PI507538,5,5
PI507539,5,5
PI507542,5,4.9
PI507545,5,5
PI507549,5,4.7
PI507556,5,5
PI507557,5,5
PI507559,5,5
PI507560,5,5
PI507561,5,5
PI507568,5,5
PI507572,5,5
PI507574,5,5
PI507575,5,5
PI507576,5,5
PI507577,5,5
PI507578,5,5
PI507579,5,5
PI467309,5,4.8
PI504506,5,4.8
PI506585A,5,5
PI506697,5,5
PI506832,5,5
PI507201,5,4.8
PI507285,5,5
PI507315,5,5
PI507350,5,5
PI507351,5,5
PI507474,5,4.5
PI507500,5,5
PI507525A,5,5
PI507525B,5,5
PI518771,5,5
PI518825,5,5
PI532467,5,5
PI538403,5,5
PI538405,5,5
PI538407,5,5
PI538410A,5,4.8
PI538410B,5,5
PI464875A,5,4.5
PI507687A,5,5
PI506606,5,5
PI506616,5,5
PI506780,5,5
PI506783,5,5
PI506811,5,5
PI506884,5,5
PI506948,5,5
PI506971,5,5
PI507014,5,5
PI507507,5,5
PI507558,5,5
PI507246,5,5
PI507700,5,5
PI507438,5,5
