acid,SCN5code,
PI153272,3,8
PI153273,4,8
PI153274,4,8
PI153275,3,8
PI153276,4,8
PI153277,4,8
PI153278,4,8
PI153279,4,8
PI153280,4,8
PI153281,4,8
PI153282,4,8
PI153283,4,8
PI153284,4,8
PI153285,4,8
PI153286,4,8
PI153287,4,8
PI153288,4,8
PI153289,4,8
PI153290,4,8
PI153291,4,8
PI153292,3,8
PI153293,4,8
PI153294,4,8
PI153296,3,8
PI153297,3,8
PI153299,4,8
PI153300,4,8
PI153301,4,8
PI153302,3,8
PI153303,4,8
PI153304,4,8
PI153305,4,8
PI153306,4,8
PI153308,4,8
PI153309,4,8
PI153310,4,8
PI153311,4,8
PI153313,4,8
PI153314,4,8
PI153315,4,8
PI153316,4,8
PI153317,4,8
PI153318,4,8
PI153319,4,8
PI153320,4,8
PI153321,4,8
PI153681,4,8
PI153682,4,8
PI154189,4,8
PI154190,4,8
PI154191,4,8
PI154192,4,8
PI154193,4,8
PI154194,4,8
PI154195,4,8
PI154196,4,8
PI154197,4,8
PI154198,4,8
PI154199,4,8
PI154200,4,8
PI157394,4,8
PI157395,4,8
PI157396,4,8
PI157397,4,8
PI157398,4,8
PI157401,4,8
PI157402,4,8
PI157404,3,8
PI157405,3,8
PI157406,3,8
PI157408,4,8
PI157409,4,8
PI157410,4,8
PI157413,4,8
PI157414,4,8
PI157416,4,8
PI157417,4,8
PI157419,4,8
PI157421,4,8
PI157422,3,8
PI157424,4,8
PI157428,4,8
PI157429,4,8
PI157430,4,8
PI157431,4,8
PI157432,4,8
PI157434,4,8
PI157435,4,8
PI157436,4,8
PI157437,4,8
PI157438,4,8
PI157439,4,8
PI157440,4,8
PI157441,4,8
PI157442,4,8
PI157443,4,8
PI157444,4,8
PI157445,4,8
PI157446,4,8
PI157447,4,8
PI157448,4,8
PI157449,4,8
PI157450,4,8
PI157451,4,8
PI157452,4,8
PI157453,4,8
PI157454,4,8
PI157456,4,8
PI157457,4,8
PI157458,4,8
PI157459,4,8
PI157460,4,8
PI157462,4,8
PI157468,4,8
PI157470,4,8
PI157471,4,8
PI157472,4,8
PI157473,4,8
PI157474,4,8
PI157475,4,8
PI157476,4,8
PI157477,4,8
PI157478,4,8
PI157482,4,8
PI157483,4,8
PI157484,4,8
PI157485,4,8
PI157488,4,8
PI157490,4,8
PI157491,4,8
PI157492,4,8
PI157493,4,8
PI158751,4,8
PI158765,4,8
PI159093,4,8
PI159094,4,8
PI159095,4,8
PI159097,4,8
PI159319,4,8
PI159764,4,8
PI159922,3,8
PI159924,4,8
PI159925,4,8
PI159926,4,8
PI159927,3,8
PI161431A,4,9
PI161431B,4,9
PI161988,4,8
PI161989,4,8
PI163308,4,8
PI164885,4,8
PI165524,4,8
PI165578,4,8
PI165583,4,8
PI165674,4,8
PI165675,4,8
PI165676,4,8
PI165896,4,8
PI165914,4,8
PI165926,4,8
PI165929,4,8
PI165943,4,8
PI165947,4,8
PI165989,4,8
PI166028,4,8
PI166032,4,8
PI166048,4,8
PI166105,4,8
PI166140,4,8
PI166141,4,8
PI167240,3,8
PI167277,4,8
PI170380,4,8
PI170886,4,8
PI170887,4,8
PI170893,4,8
PI170895,4,8
PI170896,4,8
PI170899,4,8
PI171421,4,8
PI171427,4,8
PI171428,4,8
PI171429,4,8
PI171430,4,8
PI171431,4,8
PI171432,4,8
PI171433,4,8
PI171434,4,8
PI171436,4,8
PI171437,4,8
PI171438,4,8
PI171439,4,8
PI171440,4,8
PI171441,3,8
PI171442,4,8
PI171443,3,8
PI171444,3,8
PI171445,4,8
PI171446,4,8
PI171449,4,8
PI171450,4,8
PI171451,4,8
PI171454,4,8
PI171652,4,8
PI172901,4,8
PI172902,4,8
PI173994,4,8
PI173995,4,8
PI174852,3,8
PI174853,4,8
PI174854,4,8
PI174855,4,8
PI174856,4,8
PI174857,4,8
PI174858,4,8
PI174859,4,8
PI174860,3,8
PI174861,4,8
PI174862,4,8
PI174863,4,8
PI174866,3,8
PI174867,4,8
PI174868,4,8
PI175174,4,8
PI175175,4,8
PI175176,4,8
PI175177,3,8
PI175178,3,8
PI175179,3,8
PI175180,4,8
PI175181,4,8
PI175182,4,8
PI175183,4,8
PI175184,4,8
PI175185,4,8
PI175186,4,8
PI175187,4,8
PI175188,4,8
PI175189,4,8
PI175190,4,8
PI175191,4,8
PI175192,3,8
PI175193,4,8
PI175194,3,8
PI175195,4,8
PI175196,4,8
PI175197,4,8
PI175198,4,8
PI175199,4,8
PI179822,4,8
PI179823,4,8
PI179825,4,8
PI179826,4,8
PI179935,4,8
PI180051,4,8
PI180445,4,8
PI180499,4,8
PI180501,4,8
PI180502,4,8
PI180507,4,8
PI180508,4,8
PI180509,4,8
PI180516,4,8
PI180517,4,8
PI180519,4,8
PI180521,4,8
PI180524,3,8
PI180525,3,8
PI180529,3,8
PI180530,3,8
PI180532,3,8
PI181531,3,8
PI181532,3,8
PI181533,3,8
PI181534,3,8
PI181535,4,8
PI181536,4,8
PI181537,3,8
PI181538,3,8
PI181539,4,8
PI181540,3,8
PI181541,3,8
PI181542,3,8
PI181543,4,8
PI181544,3,8
PI181545,4,8
PI181546,4,8
PI181547,4,8
PI181548,3,8
PI181549,4,8
PI181550,4,8
PI181551,3,8
PI181552,4,8
PI181553,3,8
PI181554,4,8
PI181555,4,8
PI181556,4,8
PI181557,3,8
PI181558,4,8
PI181559,3,8
PI181560,3,8
PI181562,4,8
PI181564,4,8
PI181565,3,8
PI181566,4,8
PI181567,4,8
PI181568,4,8
PI181570,3,8
PI181571,3,8
PI181696,4,8
PI181697,3,8
PI181698,3,8
PI183900,4,8
PI183929,4,8
PI183930,4,8
PI184042,4,8
PI184043,3,8
PI184044,3,8
PI184045,3,8
PI184046,3,8
PI184047,3,8
PI187150,4,8
PI187152,4,8
PI187153,4,8
PI187155,4,8
PI189402,4,8
PI189857,4,8
PI189859,4,8
PI189860,4,8
PI189861,4,8
PI189862,4,8
PI189863,4,8
PI189864,4,8
PI189866,4,8
PI189867,4,8
PI189868,4,8
PI189869,4,8
PI189870,4,8
PI189871,4,8
PI189872,4,8
PI189873,4,8
PI189874,4,8
PI189875,4,8
PI189876,4,8
PI189877,4,8
PI189878,4,8
PI189879,4,8
PI189880,4,8
PI189881,4,8
PI189882,4,8
PI189883,4,8
PI189885,4,8
PI189886,4,8
PI189888,4,8
PI189890,4,8
PI189891,4,8
PI189892,4,8
PI189893,4,8
PI189894,4,8
PI189896,4,8
PI189897,4,8
PI189898,4,8
PI189899,4,8
PI189900,4,8
PI189901,4,8
PI189903,4,8
PI189904,4,8
PI189906,4,8
PI189907,4,8
PI189911,4,8
PI189913,3,8
PI189915,3,8
PI189916,3,8
PI189917,3,8
PI189918,3,8
PI189919,4,8
PI189920,3,8
PI189921,4,8
PI189922,3,8
PI189923,3,8
PI189924,3,8
PI189925,3,8
PI189926,3,8
PI189928,3,8
PI189929,3,8
PI189930,3,8
PI189931,3,8
PI189932,3,8
PI189935,3,8
PI189936,4,8
PI189937,3,8
PI189938,4,8
PI189939,4,8
PI189940,3,8
PI189941,3,8
PI189944,4,8
PI189945,4,8
PI189946,3,8
PI189947,4,8
PI189950,3,8
PI189951,4,8
PI189952,3,8
PI189955,3,8
PI189956,4,8
PI189958,4,8
PI189960,4,8
PI189961,4,8
PI189962,4,8
PI189963,4,8
PI189964,4,8
PI189965,4,8
PI189966,4,8
PI189967,4,8
PI189968,4,8
PI189969,4,8
PI192867,3,8
PI192868,4,8
PI192869,4,8
PI192870,4,8
PI192871,4,8
PI192872,4,8
PI192873,4,8
PI192874,4,8
PI194624,4,8
PI194625,4,8
PI194626,4,8
PI194627,4,8
PI194630,4,8
PI194631,4,8
PI194632,4,8
PI194633,4,8
PI194634,4,8
PI194635,4,8
PI194636,4,8
PI194638,4,8
PI194639,4,8
PI194640,4,8
PI194641,4,8
PI194643,4,8
PI194644,4,8
PI194645,4,8
PI194646,4,8
PI194647,4,8
PI194648,4,8
PI194653,4,8
PI194654,4,8
PI194655,4,8
PI194656,4,8
PI194773,4,8
PI196148,4,8
PI196149,4,8
PI196150,4,8
PI196151,4,8
PI196152,4,8
PI196153,4,8
PI196154,4,8
PI196155,4,8
PI196156,4,8
PI196157,4,8
PI196158,4,8
PI196159,4,8
PI196160,4,8
PI196161,4,8
PI196162,4,8
PI196163,4,8
PI196164,4,8
PI196165,4,8
PI196166,3,8
PI196167,4,8
PI196168,4,8
PI196170,4,8
PI196171,4,8
PI196172,4,8
PI196175,4,8
PI196177,3,8
PI196325,4,8
PI196485,4,8
PI196486,4,8
PI196491,4,8
PI196501,4,8
PI196502,4,8
PI196504,4,8
PI196525,4,8
PI196526,4,8
PI196527,4,8
PI196528,4,8
PI196529,4,8
PI196530,4,8
PI197182,3,8
PI198067,4,8
PI198078,4,8
PI200445,3,8
PI200446,4,8
PI200447,4,8
PI200448,4,8
PI200449,4,8
PI200450,4,8
PI200451,4,8
PI200452,4,8
PI200453,4,8
PI200454,4,8
PI200456,4,8
PI200457,3,8
PI200458,4,8
PI200460,4,8
PI200461,4,8
PI200462,3,8
PI200463,4,8
PI200464,4,8
PI200465,4,8
PI200466,4,8
PI200468,4,8
PI200469,4,8
PI200470,4,8
PI200472,4,8
PI200473,4,8
PI200474,4,8
PI200475,4,8
PI200476,4,8
PI200477,3,8
PI200478,4,8
PI200479,4,8
PI200480,4,8
PI200482,4,8
PI200483,4,8
PI200484,3,8
PI200485,4,8
PI200486,4,8
PI200487,4,8
PI200488,4,8
PI200490,3,8
PI200491,4,8
PI200492,4,8
PI200493,4,8
PI200494,3,8
PI200495,4,8
PI200496,4,8
PI200498,4,8
PI200499,4,8
PI200500,3,8
PI200501,4,8
PI200503,4,8
PI200504,4,8
PI200506,4,8
PI200507,4,8
PI200508,4,8
PI200509,3,8
PI200510,4,8
PI200515,4,8
PI200516,4,8
PI200517,4,8
PI200518,4,8
PI200519,4,8
PI200520,3,8
PI200522,4,8
PI200523,4,8
PI200524,4,8
PI200525,4,8
PI200526,4,8
PI200527,4,8
PI200528,4,8
PI200529,3,8
PI200530,3,8
PI200531,3,8
PI200532,3,8
PI200533,4,8
PI200534,4,8
PI200535,4,8
PI200536,4,8
PI200538,4,8
PI200539,3,8
PI200541,4,8
PI200542,4,8
PI200543,4,8
PI200544,3,8
PI200545,4,8
PI200546,4,8
PI200547,3,8
PI200548,4,8
PI200549,3,8
PI200550,4,8
PI200551,4,8
PI200552,4,8
PI200553,4,8
PI200592,4,8
PI200593,4,8
PI200594,4,8
PI200595,4,8
PI200596,4,8
PI200832,4,8
PI201421,3,8
PI201423,4,8
PI201431,3,8
PI203398,4,8
PI203399,4,8
PI203400,4,8
PI203402,4,8
PI203403,4,8
PI203404,3,8
PI203405,4,8
PI203406,4,8
PI204331,3,8
PI204332,4,8
PI204333,4,8
PI204334,4,8
PI204335,3,8
PI204336,4,8
PI204337,4,8
PI204338,4,8
PI204339,4,8
PI204340,4,8
PI204652,4,8
PI204653,4,8
PI205083,4,8
PI205085,4,8
PI205086,4,8
PI205087,4,8
PI205088,4,8
PI205089,4,8
PI205090,4,8
PI205092,4,8
PI205899,3,8
PI205903,4,8
PI205906,4,8
PI205907,4,8
PI205908,4,8
PI205909,4,8
PI205910,4,8
PI205911,4,8
PI205912,4,8
PI205913,4,8
PI205914,4,8
PI205915,4,8
PI206258,3,8
PI208203,3,8
PI208204,4,8
PI208429,3,8
PI208430,4,8
PI208431,3,8
PI208432,4,8
PI208433,3,8
PI208434,4,8
PI208435,4,8
PI208437,3,8
PI208438,4,8
PI208439,4,8
PI208782,4,8
PI208785,3,8
PI208789,3,8
PI209331,4,8
PI209332,4,8
PI209333,4,8
PI209334,4,8
PI209335,4,8
PI209340,4,8
PI209577,4,8
PI209578,4,8
PI209833,3,8
PI209836,4,8
PI209908,4,8
PI210178,3,8
PI210179,4,8
PI210348,3,8
PI210349,4,8
PI210350,4,8
PI210352,4,8
PI210353,3,8
PI212604,4,8
PI212605,4,8
PI212606,4,8
PI215688,4,8
PI215690,4,8
PI215691,4,8
PI215692,4,8
PI215693,4,8
PI215755,4,8
PI215811,4,8
PI219652,4,8
PI219653,4,8
PI219654,3,8
PI219655,4,8
PI219656,4,8
PI219698,4,8
PI219732,4,8
PI219780,4,8
PI219782,4,8
PI219783,4,8
PI219784,4,8
PI219785,3,8
PI219787,4,8
PI219789,3,8
PI221713,4,8
PI221714,4,8
PI221715,3,8
PI221716,4,8
PI221717,4,8
PI221972,4,8
PI221973,4,8
PI222397,4,8
PI222546,3,8
PI222547,3,8
PI222548,4,8
PI222549,3,8
PI222550,4,8
PI224269,4,8
PI224270,4,8
PI224271,4,8
PI224272,4,8
PI224273,4,8
PI224275,4,8
PI226588,4,8
PI226589,4,8
PI226590,4,8
PI226591,4,8
PI227158,4,8
PI227159,4,8
PI227160,4,8
PI227212,4,8
PI227213,4,8
PI227214,4,8
PI227218,4,8
PI227219,4,8
PI227221,4,8
PI227222,4,8
PI227224,4,8
PI227320,4,8
PI227321,4,8
PI227322,4,8
PI227323,4,8
PI227324,4,8
PI227325,4,8
PI227326,4,8
PI227327,4,8
PI227328,4,8
PI227329,4,8
PI227330,4,8
PI227331,4,8
PI227333,3,8
PI227334,4,8
PI227555,4,8
PI227557,4,8
PI227558,4,8
PI227560,4,8
PI227563,4,8
PI227565,4,8
PI227566,4,8
PI227567,4,8
PI227684,3,8
PI227685,4,8
PI227686,4,8
PI227687,4,8
PI228056,4,8
PI228064,4,8
PI228065,4,8
PI229312,4,8
PI229313,4,8
PI229314,4,8
PI229315,4,8
PI229316,4,8
PI229317,4,8
PI229319,4,8
PI229320,4,8
PI229321,4,8
PI229322,4,8
PI229324,4,8
PI229325,4,8
PI229326,4,8
PI229327,4,8
PI229328,4,8
PI229330,4,8
PI229331,4,8
PI229333,4,8
PI229334,4,8
PI229335,3,8
PI229336,4,8
PI229337,4,8
PI229339,4,8
PI229340,4,8
PI229341,4,8
PI229342,4,8
PI229343,4,8
PI229344,4,8
PI229345,4,8
PI229346,4,8
PI229347,4,8
PI229349,4,8
PI229350,4,8
PI229351,4,8
PI229352,4,8
PI229353,4,8
PI229354,4,8
PI229356,4,8
PI229357,4,8
PI229358,3,8
PI229360,4,8
PI229361,4,8
PI229362,4,8
PI229738,4,8
PI230970,4,8
PI230971,4,8
PI230973,4,8
PI230974,4,8
PI230975,4,8
PI230976,4,8
PI230977,4,8
PI230978,4,8
PI230979,4,8
PI230980,4,8
PI230981,4,8
PI231172,4,8
PI232899,4,8
PI232901,4,8
PI232902,4,8
PI232987,4,8
PI232988,4,8
PI232989,4,8
PI232990,3,8
PI232991,4,8
PI232992,4,8
PI232993,4,8
PI232994,4,8
PI232995,4,8
PI232996,4,8
PI232997,4,8
PI232998,4,8
PI232999,4,8
PI235335,4,8
PI235339,4,8
PI235340,4,8
PI235344,4,8
PI235346,4,8
PI235347,4,8
PI238108,3,8
PI238109,4,8
PI238920,4,8
PI238921,4,8
PI238922,4,8
PI238923,4,8
PI238924,4,8
PI238925,4,8
PI238926,4,8
PI238928,4,8
PI238929,4,8
PI238930,4,8
PI238931,4,8
PI238932,4,8
PI238933,4,8
PI239235,4,8
PI239236,4,8
PI239237,4,8
PI239484,4,8
PI240079,4,8
PI240664,4,8
PI240665,4,8
PI240666,4,8
PI240669,4,8
PI240670,3,8
PI240671,3,8
PI240672,4,8
PI241424,4,8
PI243514,4,8
PI243515,4,8
PI243516,4,8
PI243517,4,8
PI243519,4,8
PI243520,4,8
PI243521,4,8
PI243522,4,8
PI243523,4,8
PI243524,4,8
PI243525,4,8
PI243526,4.5,8
PI243527,4,8
PI243528,4,8
PI243529,4,8
PI243530,4,8
PI243531,4,8
PI243532,4,8
PI243533,4,8
PI243535,4,8
PI243536,4,8
PI243537,4,8
PI243538,4,8
PI243540,4,8
PI243541,4,8
PI243543,4,8
PI243544,4,8
PI243545,4,8
PI243546,4,8
PI243547,4,8
PI243548,4,8
PI243549,4,8
PI243550,4,8
PI243551,4,8
PI245007,4,8
PI245008,4,8
PI246365,4,8
PI246366,4,8
PI246367,4,8
PI246368,4,8
PI246369,4,8
PI247678,4,8
PI247679,4,8
PI248395,4,8
PI248396,4,8
PI248397,4,8
PI248398,4,8
PI248399,4,8
PI248400,4,8
PI248401,4,8
PI248402,4,8
PI248403,4,8
PI248404,4,8
PI248405,4,8
PI248406,4,8
PI248407,4,8
PI248408,4,8
PI248409,4,8
PI248410,4,8
PI248509A,4,9
PI248509B,4,9
PI248510,4,8
PI248512,4,8
PI248513,4,8
PI248514,4,8
PI248515,4,8
PI250002,4,8
PI250844,4,8
PI251585,4,8
PI251586,4,8
PI253650A,4,9
PI253650B,4,9
PI253651A,4,9
PI253651B,4,9
PI253651C,4,9
PI253651D,4,9
PI253652A,4,9
PI253652B,4,9
PI253652C,4,9
PI253652D,4,9
PI253653A,4,9
PI253653B,4,9
PI253653C,4,9
PI253653D,3,9
PI253654,4,8
PI253655,4,8
PI253656A,4,9
PI253656B,4,9
PI253657,4,8
PI253658A,4,9
PI253658B,4,9
PI253658C,4,9
PI253659,4,8
PI253660A,4,9
PI253660B,4,9
PI253661A,4,9
PI253661B,4,9
PI253662,4,8
PI253663,4,8
PI253665A,4,9
PI253665B,4,9
PI253665C,4,9
PI253665D,4,9
PI253666A,4,9
PI253666B,4,9
PI255734,3,8
PI256376,4,8
PI257428,4,8
PI257429,4,8
PI257430,4,8
PI257431,4,8
PI257432,4,8
PI257433,4,8
PI257434,4,8
PI257435,4,8
PI257436,4,8
PI257437,4,8
PI257438,4,8
PI257439,4,8
PI258383,4,8
PI258384,4,8
PI258385,4,8
PI258386,4,8
PI258387,4,8
PI259538,4,8
PI259539,4,8
PI259540,3,8
PI259542,4,8
PI259543,4,8
PI261468,4,8
PI261469,4,8
PI261472,4,8
PI261473,4,8
PI261474,4,8
PI261475,4,8
PI262180,4,8
PI262181,4,8
PI263044,4,8
PI264555,4,8
PI265491,4,8
PI265497,4,8
PI265498,4,8
PI266085A,4,9
PI266085B,4,9
PI266085C,4,9
PI266806A,4,9
PI266806B,4,9
PI266806C,4,9
PI266806D,4,9
PI266807A,4,9
PI266807B,4,9
PI266807C,4,9
PI266807D,4,9
PI273483A,4,9
PI273483B,4,9
PI273483C,3,9
PI273483D,4,9
PI273483F,4,9
PI273484,4,8
PI274205,4,8
PI274206,4,8
PI274207,3,8
PI274208,4,8
PI274209,4,8
PI274210,4,8
PI274211,3,8
PI274212,4,8
PI274420,4,8
PI274421,4,8
PI274422,4,8
PI274423,4,8
PI274453,4,8
PI274454,3,8
PI274455,4,8
PI274456,4,8
PI274506,4,8
PI274507,3,8
PI274508,4,8
PI279081,4,8
PI279088,3,8
PI281850,4,8
PI281885,3,8
PI281888,3,8
PI281889,4,8
PI281900,4,8
PI281902,4,8
PI281904,4,8
PI281907,4,8
PI281909,4,8
PI281910,4,8
PI281912,4,8
PI283326,4,8
PI283328,4,8
PI283330,4,8
PI283331,4,8
PI283332,4,8
PI283334,4,8
PI284814,4,8
PI284815,4,8
PI284873,4,8
PI285089,4,8
PI285090,4,8
PI285091,4,8
PI285092,4,8
PI285093,4,8
PI285094,4,8
PI285095,4,8
PI285096,4,8
PI285097,4,8
PI290114,4,8
PI290115,4,8
PI290116A,4,9
PI290116B,4,9
PI290118,4,8
PI290119,4,8
PI290120,4,8
PI290121,4,8
PI290122,4,8
PI290123A,4,9
PI290123B,4,9
PI290124,4,8
PI290125,4,8
PI290126A,4,9
PI290126B,4,9
PI290127,4,8
PI290128,4,8
PI290129A,4,9
PI290129B,4,9
PI290130,4,8
PI290131,4,8
PI290132,4,8
PI290133,4,8
PI290134,4,8
PI290135,4,8
PI290136,4,8
PI290137,4,8
PI290138,4,8
PI290139,4,8
PI290140,4,8
PI290141,4,8
PI290142,4,8
PI290144,4,8
PI290145,3,8
PI290148,4,8
PI290149,4,8
PI290150,4,8
PI290151,4,8
PI290152,3,8
PI290153,4,8
PI290154,4,8
PI290155,4,8
PI290157,4,8
PI290158,4,8
PI291272,4,8
PI291273,4,8
PI291274A,4,9
PI291274B,4,9
PI291275,4,8
PI291276,4,8
PI291277,4,8
PI291278,4,8
PI291279,4,8
PI291281,4,8
PI291282,4,8
PI291283,4,8
PI291284,4,8
PI291286,4,8
PI291288,4,8
PI291290,4,8
PI291291,4,8
PI291293A,4,9
PI291293B,4,9
PI291294,4,8
PI291295,4,8
PI291296,3,8
PI291297,4,8
PI291298,4,8
PI291299,4,8
PI291300,4,8
PI291301,4,8
PI291302A,4,9
PI291302B,4,9
PI291302C,4,9
PI291303A,3,9
PI291303B,4,9
PI291304,3,8
PI291305,3,8
PI291306A,3,9
PI291306B,3,9
PI291309A,4,9
PI291309B,4,9
PI291309C,4,9
PI291309D,4,9
PI291310A,4,9
PI291310B,4,9
PI291310C,4,9
PI291311A,4,9
PI291311B,4,9
PI291312,4,8
PI291313,4,8
PI291315,4,8
PI291318,4,8
PI291319A,4,9
PI291319B,4,9
PI291320A,4,9
PI291320B,4,9
PI291321,4,8
PI291322,4,8
PI291323,4,8
PI291324,4,8
PI291325,4,8
PI291326,4,8
PI291327,4,8
PI291328,4,8
PI291329,4,8
PI291331,4,8
PI295947,4,8
PI295948,4,8
PI295949,4,8
PI295950,4,8
PI295951,4,8
PI295952,4,8
PI297498A,4,9
PI297498B,4,9
PI297499,4,8
PI297500,4,8
PI297501,4,8
PI297502,4,8
PI297503,4,8
PI297504,4,8
PI297505,4,8
PI297506,4,8
PI297507A,4,9
PI297507B,4,9
PI297508,4,8
PI297509,4,8
PI297510,4,8
PI297511,4,8
PI297512,4,8
PI297513,4,8
PI297514,4,8
PI297515,4,8
PI297516,4,8
PI297518,4,8
PI297519,4,8
PI297520,4,8
PI297521,4,8
PI297522,4,8
PI297523,4,8
PI297524,4,8
PI297525,4,8
PI297528,4,8
PI297529,4,8
PI297531,4,8
PI297532,4,8
PI297533,4,8
PI297534,4,8
PI297535,4,8
PI297536,4,8
PI297537,4,8
PI297538,4,8
PI297540,4,8
PI297541,4,8
PI297542,4,8
PI297543,4,8
PI297544,4,8
PI297545,4,8
PI297546,4,8
PI297547,4,8
PI297548,4,8
PI297549,4,8
PI297550,4,8
PI297551,4,8
PI297552,4,8
PI303650,4,8
PI303651,4,8
PI303652,1.5,8
PI303653,4,8
PI304218,4,8
PI305074,5,8
PI306712,4,8
PI307597,4,8
PI307837,4,8
PI307839,4,8
PI307840,4,8
PI307844,3,8
PI307845,4,8
PI307846,3,8
PI307847,4,8
PI307849,4,8
PI307853,4,8
PI307854,3,8
PI307855,4,8
PI307856,4,8
PI307857,4,8
PI307858,3,8
PI307860,3,8
PI307861,4,8
PI307862,4,8
PI307863,4,8
PI307864,4,8
PI307869,3,8
PI307874,4,8
PI307875,4,8
PI307877,3,8
PI307879,4,8
PI307881,4,8
PI307883,3,8
PI307886,4,8
PI307887,4,8
PI307890,4,8
PI307892,4,8
PI307893,4,8
PI307894,4,8
PI307895,4,8
PI307896,4,8
PI307897,4,8
PI307898,4,8
PI307900,4,8
PI309658,4,8
PI310439,4,8
PI310441,4,8
PI312222,4,8
PI315701,3,8
PI317332,4,8
PI317333,4,8
PI317334A,4,9
PI317334B,4,9
PI317335,4,8
PI317336,4,8
PI317337,4,8
PI319525,4,8
PI319526,4,8
PI319527,4,8
PI319528,4,8
PI319529,4,8
PI319530,4,8
PI319531,4,8
PI319532,4,8
PI319533,4,8
PI319534A,4,9
PI319534B,4,9
PI319534C,4,9
PI319535A,4,9
PI319535B,4,9
PI319536A,4,9
PI319536C,4,9
PI319536D,4,9
PI319537A,4,9
PI319537B,3,9
PI319538,4,8
PI322689,3,8
PI322690,4,8
PI322691,3,8
PI322692,4,8
PI322693,4,8
PI322694,4,8
PI322695,4,8
PI323275,3,8
PI323276,3,8
PI323278,4,8
PI323550,3,8
PI323551,4,8
PI323552,3,8
PI323553,3,8
PI323554,4,8
PI323555,4,8
PI323556,4,8
PI323557,4,8
PI323558,4,8
PI323559,4,8
PI323560,4,8
PI323561,4,8
PI323562,4,8
PI323563,4,8
PI323564,4,8
PI323565,4,8
PI323567,3,8
PI323569,4,8
PI323570,4,8
PI323572,3,8
PI323573,4,8
PI323574,3,8
PI323575,4,8
PI323577,4,8
PI323578,3,8
PI323579,4,8
PI323580,3,8
PI323586A,4,9
PI323586B,4,9
PI323586C,4,9
PI324066,4,8
PI324067,3,8
PI324068,4,8
PI324189,4,8
PI324190,4,8
PI324924,4,8
PI326578,4,8
PI326579,4,8
PI326580,4,8
PI330633,3,8
PI330634,4,8
PI330635,3,8
PI331793,4,8
PI331794,4,8
PI331795,4,8
PI339734,4,8
PI339736,4,8
PI339863A,4,9
PI339863B,4,9
PI339864A,4,9
PI339864B,3,9
PI339865B,4,9
PI339866,4,8
PI339867,4,8
PI339868A,4,9
PI339868B,3,9
PI339868C,4,9
PI339868D,4,9
PI339868E,4,9
PI339868F,4,9
PI339869,4,8
PI339870,4,8
PI339977,4,8
PI339978,4,8
PI339979,4,8
PI339980,4,8
PI339981,4,8
PI339982,4,8
PI339983,4,8
PI339984,4,8
PI339985,4,8
PI339986,4,8
PI339987,4,8
PI339988,4,8
PI339989,4,8
PI339990,4,8
PI339991,4,8
PI339992,3,8
PI339993,4,8
PI339994,4,8
PI339995,4,8
PI339996,4,8
PI339997,4,8
PI339998,4,8
PI339999,4,8
PI340000,4,8
PI340001,4,8
PI340002,4,8
PI340003,4,8
PI340004,3,8
PI340005,4,8
PI340006,4,8
PI340007,4,8
PI340008,4,8
PI340009,3,8
PI340010,4,8
PI340011,4,8
PI340012,4,8
PI340013,4,8
PI340014,5,8
PI340015,4,8
PI340016,4,8
PI340017,4,8
PI340018,4,8
PI340019,3,8
PI340020,4,8
PI340021A,4,9
PI340021B,3,9
PI340022,4,8
PI340023,4,8
PI340024,4,8
PI340025,4,8
PI340026,3,8
PI340027,4,8
PI340028,4,8
PI340029,4,8
PI340030,4,8
PI340031A,4,9
PI340031B,4,9
PI340032,4,8
PI340033,4,8
PI340034,4,8
PI340035,4,8
PI340036,4,8
PI340037,4,8
PI340038,4,8
PI340039,4,8
PI340040,4,8
PI340041,4,8
PI340042,4,8
PI340043,3,8
PI340044,4,8
PI340045,4,8
PI340046,4,8
PI340047,4,8
PI340048,4,8
PI340049,4,8
PI340050,4,8
PI340051,4,8
PI340052,4,8
PI340053A,4,9
PI340053B,4,9
PI340054,4,8
PI340902,4,8
PI341243,4,8
PI341245,4,8
PI341252,4,8
PI341253,4,8
PI341254,4,8
PI341255,4,8
PI341258,4,8
PI341259,4,8
PI341262,3,8
PI341263,4,8
PI341264,4,8
PI342002,4,8
PI342003,4,8
PI342004,4,8
PI342005,4,8
PI342435A,4,9
PI342435B,4,9
PI342436,4,8
PI342437,4,8
PI342438,4,8
PI342619A,3,9
PI342619B,4,9
PI346298,1,8
PI346300,3,8
PI346301,4,8
PI346302,4,8
PI346304,4,8
PI346305,4,8
PI346306,4,8
PI346307,4,8
PI346308,4,8
PI346309,4,8
PI347539A,4,9
PI347539B,4,9
PI347540A,4,9
PI347540B,4,9
PI347540C,4,9
PI347541,4,8
PI347542,4,8
PI347543,4,8
PI347544A,4,9
PI347544B,4,9
PI347545,4,8
PI347546A,4,9
PI347546B,4,9
PI347548,4,8
PI347549,4,8
PI347550A,4,9
PI347550B,4,9
PI347551,4,8
PI347552A,4,9
PI347552B,4,9
PI347552C,4,9
PI347554,4,8
PI347555,4,8
PI347556,4,8
PI347559A,4,9
PI347559B,4,9
PI347560,4,8
PI347561,4,8
PI347563A,4,9
PI347563B,4,9
PI347565A,4,9
PI347565B,4,9
PI347567,4,8
PI347568,4,8
PI347570,4,8
PI355067,4,8
PI355069,4,8
PI355070,4,8
PI358313,4,8
PI358314,4,8
PI358315A,4,9
