acid,SCN5code,
PI407938,4,8
PI407939A,4,9
PI407939B,3,9
PI407942,4,8
PI407943,4,8
PI407944,4,8
PI407945,4.800000191,8
PI407946-1,4.699999809,10
PI407947,4,8
PI407948,4,8
PI407949,4,8
PI407950-1,4,10
PI407950-2,4,10
PI407951,4,8
PI407952A,3,9
PI407952B,4,9
PI407953,4,8
PI407954,4,8
PI407955,4,8
PI407956,4,8
PI407957,4,8
PI407958,4,8
PI407959A,3,9
PI407959B,4,9
PI407960A,4,9
PI407960B,4,9
PI407961-1,4,10
PI407961-2,4,10
PI407962-1,4,10
PI407962-2,4,10
PI407963,4,8
PI407964,4.800000191,8
PI407965,4,8
PI407966A,3,9
PI407966B,3,9
PI407966C,4,9
PI407967,5,8
PI407968,4,8
PI407969,5,8
PI407970,4,8
PI407972A,4,9
PI407972C,4,9
PI407973A,4,9
PI407973B,4,9
PI407974A,4,9
PI407975B,4,9
PI407976A,4,9
PI407976B,4,9
PI407978,4,8
PI407979,4,8
PI407980,4,8
PI407981A,3,9
PI407981B,3,9
PI407981C,4,9
PI407982,3,8
PI407983,4,8
PI407984,4,8
PI407985,4,8
PI407986A,4,9
PI407986B,4,9
PI407988A,4,9
PI407989,4,8
PI407990,4,8
PI407991,3,8
PI407992,4,8
PI407993,3,8
PI407994,4,8
PI407995,4,8
PI407996,4,8
PI407997,5,8
PI407998A,4,9
PI407998B,4,9
PI407998C,4,9
PI407998D,4,9
PI407999-1,4,10
PI407999-2,4,10
PI408000,4,8
PI408001,4,8
PI408002,4,8
PI408003-1,4,10
PI408003-2,4,10
PI408004-1,4,10
PI408004-2,4,10
PI408005,4,8
PI408006,4,8
PI408007,5,8
PI408008,4,8
PI408009,4,8
PI408010-1,3,10
PI408010-2,4,10
PI408011,4,8
PI408012,4,8
PI408013,4,8
PI408014,4,8
PI408015,4,8
PI408016A,3,9
PI408016B,4,9
PI408017,4,8
PI408018,4,8
PI408019A,4,9
PI408019B,4,9
PI408019C,3,9
PI408020A,4,9
PI408020B,4,9
PI408020C,4,9
PI408020D,4,9
PI408021,4,8
PI408023,4,8
PI408024,4,8
PI408025,4,8
PI408026,4,8
PI408027,3,8
PI408028,4,8
PI408029,4,8
PI408031,4,8
PI408032A,4,9
PI408032B,3,9
PI408033,4,8
PI408034,4,8
PI408035,4,8
PI408036,3,8
PI408037,4,8
PI408038,4,8
PI408039,3,8
PI408040-1,3,10
PI408040-2,4,10
PI408041,4,8
PI408042,4,8
PI408043,5,8
PI408044,5,8
PI408045,4,8
PI408046,3,8
PI408047,4,8
PI408048A,3,9
PI408048B,4,9
PI408049,4,8
PI408050A,4,9
PI408050B,4,9
PI408051,4,8
PI408052A,4,9
PI408052B,4,9
PI408052C,4,9
PI408053,4,8
PI408054,4,8
PI408055A,4,9
PI408055B,4,9
PI408055C,4,9
PI408055D,4,9
PI408056,4,8
PI408057,4,8
PI408058,4,8
PI408059,4,8
PI408060,4,8
PI408061,4.5,8
PI408063,4,8
PI408064,4,8
PI408065,4,8
PI408066A,4,9
PI408066B,4,9
PI408067A,4,9
PI408067B,4.099999905,9
PI408068A,4,9
PI408068C,3,9
PI408069,3,8
PI408070A,3,9
PI408070B,4,9
PI408071,4,8
PI408073,3,8
PI408074A,3,9
PI408074B,4,9
PI408074C,4,9
PI408075,3,8
PI408076A,4,9
PI408076B,4,9
PI408076C,4,9
PI408077,3,8
PI408078,4,8
PI408079A,4,9
PI408079B,4,9
PI408080,4,8
PI408081,3,8
PI408082,4,8
PI408083A,4,9
PI408083B,4,9
PI408084A,3,9
PI408084B,3,9
PI408084C,4,9
PI408085,4.400000095,8
PI408086,3,8
PI408087,4,8
PI408088,4,8
PI408089,3,8
PI408090,4,8
PI408091,4,8
PI408092A,4,9
PI408092B,4,9
PI408092C,4.599999905,9
PI408093,4,8
PI408094-1,4,10
PI408094-2,3,10
PI408095A,4,9
PI408095B,4,9
PI408095C,4,9
PI408096,4,8
PI408098,4,8
PI408099,4,8
PI408100B,3,9
PI408101,4.699999809,8
PI408102,4,8
PI408103,3,8
PI408104,4,8
PI408105A,4,9
PI408105B,3,9
PI408106,4,8
PI408107,4,8
PI408108,4,8
PI408109A,4,9
PI408109B,4.5,9
PI408110A,4,9
PI408110B,4,9
PI408112,4,8
PI408113,4,8
PI408114,4,8
PI408115,4,8
PI408116,4,8
PI408117,4,8
PI408118,4,8
PI408119,4,8
PI408120,4,8
PI408121,4,8
PI408123,4,8
PI408124A,4,9
PI408124B,4,9
PI408124C,4,9
PI408124D,4,9
PI408125A,4,9
PI408126A,4,9
PI408126B,4,9
PI408127,4,8
PI408128,4,8
PI408129,4,8
PI408130,4,8
PI408131A,4,9
PI408131B,3,9
PI408132,4,8
PI408133,4,8
PI408134A,4,9
PI408134B,4,9
PI408134C,4,9
PI408135A,3,9
PI408135B,4,9
PI408136,4,8
PI408137A,4,9
PI408137B,3,9
PI408138A,4,9
PI408138B,4,9
PI408138C,4,9
PI408138D,4,9
PI408139,4,8
PI408140A,4,9
PI408140B,3,9
PI408141,4,8
PI408142,4,8
PI408143,4,8
PI408144,4,8
PI408145,4,8
PI408147,4,8
PI408148,4,8
PI408149,4,8
PI408150,4,8
PI408151,4,8
PI408152,4,8
PI408153,4,8
PI408154,3,8
PI408155,4,8
PI408156,4,8
PI408157,4,8
PI408158,4,8
PI408159,4,8
PI408160,4,8
PI408161,4,8
PI408162,4,8
PI408163,4,8
PI408164,4,8
PI408166A,4,9
PI408166B,4,9
PI408166C,4,9
PI408167A,4,9
PI408167B,4,9
PI408167C,4,9
PI408168,4,8
PI408169A,4,9
PI408169B,4,9
PI408169C,4.599999905,9
PI408169D,4,9
PI408170,4,8
PI408171,4,8
PI408172,4,8
PI408173,3,8
PI408174,4,8
PI408175,4,8
PI408176,4,8
PI408177,4,8
PI408178,4,8
PI408179,4,8
PI408180-1,4,10
PI408180-2,4,10
PI408181A,4,9
PI408181B,4,9
PI408181C,4,9
PI408181D,4,9
PI408182,4,8
PI408183,4,8
PI408184A,4,9
PI408184B,4.800000191,9
PI408185,1.5,8
PI408186A,4,9
PI408186B,4,9
PI408186C,3,9
PI408187,3,8
PI408188,4,8
PI408189,4,8
PI408190,4,8
PI408191A,4,9
PI408191B,5,9
PI408192-1,4,10
PI408192-2,4,10
PI408194,3,8
PI408195,4,8
PI408196A,4,9
PI408196B,4,9
PI408197A,4,9
PI408197B,4,9
PI408198,4,8
PI408199,4,8
PI408200A,4,9
PI408200B,4,9
PI408201A,4,9
PI408201B,4,9
PI408202,4,8
PI408203A,4,9
PI408203B,4,9
PI408204,4,8
PI408205,4,8
PI408206-1,4,10
PI408206-2,4,10
PI408207-1,4,10
PI408207-2,4,10
PI408208,4,8
PI408209A,4,9
PI408209B,4,9
PI408209C,3,9
PI408210,4,8
PI408211A,4,9
PI408211B,4,9
PI408212A,3,9
PI408212B,4,9
PI408213,4,8
PI408214,4,8
PI408215A,4,9
PI408215B,3,9
PI408216A,3,9
PI408216B,3,9
PI408217A,3,9
PI408217B,4,9
PI408217C,3,9
PI408218,4,8
PI408219,4,8
PI408220,4,8
PI408221A,4,9
PI408221B,4,9
PI408221C,4,9
PI408222A,4,9
PI408222B,3,9
PI408222C,4,9
PI408223,4,8
PI408224A,4,9
PI408224B,4,9
PI408225A,4,9
PI408225B,4,9
PI408226A,4,9
PI408226B,4,9
PI408227,4,8
PI408228B,4,9
PI408229A,4,9
PI408229B,4,9
PI408229C,4,9
PI408230,4,8
PI408231,4,8
PI408232,4,8
PI408233A,4,9
PI408233B,3,9
PI408234A,4,9
PI408234B,4,9
PI408235,4,8
PI408236,4,8
PI408237,4,8
PI408238-2,4,10
PI408239,4,8
PI408240,5,8
PI408241,4.800000191,8
PI408242,4,8
PI408243,4,8
PI408244,4,8
PI408245,4,8
PI408246-1,4,10
PI408246-2,4,10
PI408248A,4,9
PI408248B,4,9
PI408249,4,8
PI408251,4,8
PI408252,4,8
PI408253,5,8
PI408254,5,8
PI408255A,4,9
PI408255B,4,9
PI408256,4,8
PI408257,4.5,8
PI408258,3,8
PI408259A,4,9
PI408259B,4.800000191,9
PI408260A,4,9
PI408260B,4,9
PI408260C,4,9
PI408261,4,8
PI408262A,4,9
PI408262B,4,9
PI408262C,4,9
PI408262D,4,9
PI408263,4,8
PI408264,4,8
PI408265A,4,9
PI408265B,4,9
PI408265C,4.599999905,9
PI408266,3.200000048,8
PI408268,4,8
PI408269A,3,9
PI408269B,4,9
PI408269C,2,9
PI408269D,4,9
PI408270A,4,9
PI408270B,4,9
PI408270C,4,9
PI408271,4,8
PI408272A,4,9
PI408272B,4,9
PI408272C,4,9
PI408273,4,8
PI408274,4,8
PI408275,4,8
PI408277,4,8
PI408278,4,8
PI408279,4,8
PI408280,4,8
PI408281A,4,9
PI408281B,4,9
PI408282,4,8
PI408283,4,8
PI408284,4,8
PI408285A,4,9
PI408285B,4,9
PI408285C,3,9
PI408286,4,8
PI408287,4,8
PI408289,4,8
PI408290,4,8
PI408291,4,8
PI408292,4,8
PI408293-1,4,10
PI408293-2,4,10
PI408294A,4,9
PI408294B,4,9
PI408295A,4,9
PI408295B,4,9
PI408296A,4,9
PI408296B,5,9
PI408298A,4,9
PI408298B,4,9
PI408299,4,8
PI408300,4,8
PI408301,4,8
PI408302,3,8
PI408303,4,8
PI408304,4,8
PI408305,4,8
PI408306,3,8
PI408307A,4,9
PI408307B,3,9
PI408307C,4,9
PI408308A,4,9
PI408308B,4,9
PI408309,4,8
PI408310A,4,9
PI408310B,4,9
PI408311-1,4,10
PI408311-2,4,10
PI408312A,4,9
PI408312B,4,9
PI408313,4,8
PI408314,4,8
PI408315A,4,9
PI408315B,4,9
PI408316,4,8
PI408317,4,8
PI408318A,3,9
PI408318B,4.900000095,9
PI408319A,4,9
PI408319B,4,9
PI408319C,4,9
PI408320,4,8
PI408321,4,8
PI408322,4,8
PI408323,4,8
PI408324,4,8
PI408326,4,8
PI408327A,4,9
PI408327B,4,9
PI408328,4,8
PI408329,4,8
PI408330,3,8
PI408331,3,8
PI408332A,4,9
PI408332B,4.800000191,9
PI408332C,3,9
PI408334,4,8
PI408335A,4,9
PI408335B,4,9
PI408336,4,8
PI408337,4,8
PI408338,4,8
PI408339,4,8
PI408340,4.800000191,8
PI408342,5,8
PI408343,4,8
PI408345,4,8
PI415072,4,8
PI415074,4,8
PI416746,4,8
PI416747,4,8
PI416748,4,8
PI416749,4,8
PI416750,4,8
PI416751,4,8
PI416752,4,8
PI416753,4,8
PI416754,4.400000095,8
PI416755,3,8
PI416756,4,8
PI416757,4,8
PI416758,4,8
PI416759,4,8
PI416760,4.699999809,8
PI416762,3,8
PI416763,4,8
PI416764,4,8
PI416765,4,8
PI416766,5,8
PI416767,3.900000095,8
PI416768,3,8
PI416769A,4,9
PI416769B,4,9
PI416769C,4,9
PI416771,3,8
PI416772,4,8
PI416773,4,8
PI416774,4,8
PI416775,4,8
PI416776,4,8
PI416779,4,8
PI416781,4.400000095,8
PI416782,4,8
PI416783,4,8
PI416784,4,8
PI416785,3,8
PI416786,4,8
PI416787,4.5,8
PI416788,4,8
PI416789,4,8
PI416790,4.5,8
PI416791,4,8
PI416792,4,8
PI416793,4,8
PI416794,4.800000191,8
PI416795,4,8
PI416796,4.400000095,8
PI416797,4,8
PI416798,4.800000191,8
PI416799,4,8
PI416800,4,8
PI416801,4,8
PI416802,4,8
PI416803,4,8
PI416804,4,8
PI416805,4,8
PI416806,4,8
PI416807,4,8
PI416808,4,8
PI416809,4.800000191,8
PI416810,4,8
PI416811,4,8
PI416812,4.400000095,8
PI416814,4,8
PI416815,4,8
PI416816,4,8
PI416817,4,8
PI416818,4,8
PI416820,4,8
PI416821,4,8
PI416823,4,8
PI416824,4,8
PI416827,4,8
PI416828,4,8
PI416829,4,8
PI416830,4,8
PI416831,4,8
PI416832,4,8
PI416833,4,8
PI416835,4,8
PI416837,4,8
PI416838,4,8
PI416839,4,8
PI416840,4,8
PI416841,4,8
PI416842,4,8
PI416843,4,8
PI416844,4,8
PI416845,4,8
PI416847,4,8
PI416848,4.300000191,8
PI416849,4,8
PI416850,4,8
PI416851,3,8
PI416852,4,8
PI416853,4,8
PI416854,4,8
PI416855,3,8
PI416856,3,8
PI416857,4,8
PI416858,4,8
PI416859,4,8
PI416860,4,8
PI416861,3,8
PI416862,4,8
PI416863,4,8
PI416864,4,8
PI416865,4,8
PI416866,3,8
PI416867,3,8
PI416868A,4,9
PI416868B,4,9
PI416869,4,8
PI416870,3,8
PI416871,4,8
PI416872,4,8
PI416875,4,8
PI416876,4.800000191,8
PI416877,4,8
PI416878,4,8
PI416879,4,8
PI416882,4,8
PI416883,4,8
PI416884,3,8
PI416885,4.099999905,8
PI416886,4,8
PI416887,3,8
PI416888,4,8
PI416889,4,8
PI416890,4,8
PI416891,4,8
PI416892,4,8
PI416893,4,8
PI416895,4.5,8
PI416896,4,8
PI416897,4,8
PI416898,4,8
PI416899,4,8
PI416900,4,8
PI416901,4,8
PI416902,4,8
PI416903,4.699999809,8
PI416904A,4,9
PI416904B,4,9
PI416904C,3,9
PI416905,3,8
PI416906,4,8
PI416907,4.900000095,8
PI416908,4,8
PI416909,4,8
PI416910,4,8
PI416911,4,8
PI416912,4.300000191,8
PI416913,4,8
PI416914,4,8
PI416915,4,8
PI416916,4,8
PI416917,4,8
PI416918,4,8
PI416919,4,8
PI416920,4,8
PI416921,4,8
PI416922,4.699999809,8
PI416923,4,8
PI416924,4.800000191,8
PI416925,5,8
PI416927,4,8
PI416928,4,8
PI416929,4,8
PI416930,4,8
PI416931,4,8
PI416932,4.699999809,8
PI416933,4.699999809,8
PI416934,4,8
PI416935,4,8
PI416936,4,8
PI416937,4.699999809,8
PI416938,4,8
PI416939,4,8
PI416940,4,8
PI416941,4,8
PI416942,4,8
PI416943,3,8
PI416944,4,8
PI416945,4,8
PI416946,4,8
PI416948,4,8
PI416949,4,8
PI416950,4,8
PI416951,5,8
PI416952,4,8
PI416953,4,8
PI416954,4,8
PI416955,4.900000095,8
PI416956,4,8
PI416957,4,8
PI416958,3,8
PI416959,4,8
PI416960,4,8
PI416963,4,8
PI416964,4,8
PI416965,4,8
PI416966,4,8
PI416967,3,8
PI416968,4,8
PI416969,4.699999809,8
PI416971,4,8
PI416972,4,8
PI416973,4,8
PI416974,4,8
PI416976,4,8
PI416977,4,8
PI416978,4,8
PI416979,4,8
PI416980,4,8
PI416981,4,8
PI416982,4,8
PI416983,4,8
PI416984,4,8
PI416985,4,8
PI416986,4,8
PI416987,4,8
PI416988,4,8
PI416989,4,8
PI416990,4,8
PI416991,4,8
PI416992,4,8
PI416993,4,8
PI416994,4,8
PI416995,4,8
PI416996,3,8
PI416997,4,8
PI416998,4,8
PI416999,4,8
PI417000,4,8
PI417001,4,8
PI417002,4,8
PI417003,4,8
PI417004,4,8
PI417005,4,8
PI417006,4,8
PI417007,4,8
PI417008,4,8
PI417009,4,8
PI417010,4,8
PI417011,4.599999905,8
PI417012,4,8
PI417013,4,8
PI417015,4,8
PI417016,4,8
PI417017,4,8
PI417018,4,8
PI417019,4,8
PI417020,4,8
PI417021,4,8
PI417022,4,8
PI417023,4,8
PI417024,4,8
PI417025,4,8
PI417026,4,8
PI417027,4,8
PI417028,4,8
PI417029,4,8
PI417030,4,8
PI417031,4,8
PI417032,4,8
PI417033A,4,9
PI417033B,4,9
PI417034,4,8
PI417035,4,8
PI417036,4,8
PI417037,4,8
PI417038,4.699999809,8
PI417039,4,8
PI417040A,4,9
PI417040B,4,9
PI417041,4,8
PI417042,4,8
PI417043,4,8
PI417044,4,8
PI417045,4,8
PI417046,4,8
PI417048,4,8
PI417050,4,8
PI417051,4,8
PI417052,4,8
PI417053,4,8
PI417054,4,8
PI417055,4,8
PI417056,4,8
PI417057,4,8
PI417058,4,8
PI417059,4,8
PI417060,4,8
PI417061,3,8
PI417062,4,8
PI417063,4,8
PI417064,4,8
PI417065,4,8
PI417066,4,8
PI417067,3,8
PI417068,4,8
PI417069,4,8
PI417070,4,8
PI417071,4,8
PI417072,4,8
PI417073,4,8
PI417074,4,8
PI417075,4,8
PI417076,4,8
PI417077,4,8
PI417078,4,8
PI417079,3,8
PI417081,4,8
PI417082,3,8
PI417083,4.900000095,8
PI417085,3,8
PI417086A,4,9
PI417086B,4,9
PI417087,4,8
PI417088,4,8
PI417090,4,8
PI417091,3,8
PI417092,4,8
PI417093,4,8
PI417094,3,8
PI417095,4,8
PI417096,4,8
PI417097,4.599999905,8
PI417098,4,8
PI417099,4,8
PI417100,4,8
PI417101,4,8
PI417102A,4,9
PI417102B,4,9
PI417103,4,8
PI417104,4,8
PI417105,4,8
PI417106,4,8
PI417107,4,8
PI417108,4,8
PI417109,4,8
PI417110,4,8
PI417111,4,8
PI417112,4,8
PI417113,3,8
PI417114,4,8
PI417115,4,8
PI417116,3,8
PI417117,3,8
PI417119,4,8
PI417120,4,8
PI417122,4,8
PI417123,4,8
PI417124,3,8
PI417125,4,8
PI417126,3,8
PI417127,4,8
PI417128,3,8
PI417130,4,8
PI417131,4,8
PI417132,3,8
PI417133,4,8
PI417135A,4,9
PI417136,4,8
PI417137,3,8
PI417138,4,8
PI417139,3,8
PI417140,4,8
PI417142,4,8
PI417143,4,8
PI417144,4,8
PI417145,4,8
PI417146,4,8
PI417147,4,8
PI417148,4,8
PI417151,4,8
PI417152,4,8
PI417153,4,8
PI417154,4,8
PI417156,4,8
PI417157,4,8
PI417158,4,8
PI417159,4,8
PI417160,4,8
PI417161,4,8
PI417162,4,8
PI417163,4,8
PI417164,5,8
PI417165,4,8
PI417166,4,8
PI417167,4,8
PI417168,4,8
PI417169,4,8
PI417170,4,8
PI417171,4,8
PI417172,3,8
PI417173,4,8
PI417174,4,8
PI417175,4,8
PI417176,4,8
PI417177,4,8
PI417178,4,8
PI417179A,4,9
PI417179B,4,9
PI417180,4,8
PI417181,4.800000191,8
PI417183,4,8
PI417185,4,8
PI417186,4,8
PI417187,4,8
PI417188,4,8
PI417189,4,8
PI417190,3,8
PI417191,4,8
PI417193,4,8
PI417194,4.800000191,8
PI417195,4,8
PI417196A,4,9
PI417196B,4,9
PI417197,5,8
PI417198,4,8
PI417199,4,8
PI417200,4,8
PI417201,4,8
PI417202,4,8
PI417203,5,8
PI417204,5,8
PI417206,4,8
PI417207,4,8
PI417208,4,8
PI417209,4,8
PI417210,4,8
PI417211,4,8
PI417212,5,8
PI417214,4,8
PI417215,3,8
PI417216,5,8
PI417217,4,8
PI417218,4,8
PI417219,4,8
PI417220,5,8
PI417221,4.900000095,8
PI417222,3,8
PI417223,2.6,8
PI417224,5,8
PI417225,4,8
PI417228,4,8
PI417229,4,8
PI417230,4,8
PI417231,4,8
PI417232,4,8
PI417235,3,8
PI417236,4,8
PI417237,4,8
PI417239,4,8
PI417240,4,8
PI417242,4,8
PI417243,4,8
PI417244,4,8
PI417245,4,8
PI417246,4,8
PI417247,4,8
PI417249,4,8
PI417250,4,8
PI417251,4,8
PI417252,4,8
PI417253,3,8
PI417254,4,8
PI417255,4,8
PI417256,4.800000191,8
PI417257,4,8
PI417258,4,8
PI417259,3,8
PI417261,4,8
PI417262,4,8
PI417263,4,8
PI417264,4,8
PI417265,4,8
PI417267,4.900000095,8
PI417268,4,8
PI417269,4,8
PI417271,4,8
PI417272,3,8
PI417273,4,8
PI417274,4,8
PI417275,4,8
PI417276,4,8
PI417277,4,8
PI417278,4,8
PI417279,4,8
PI417280,4,8
PI417281,4,8
PI417282,4,8
PI417283,4,8
PI417284,4,8
PI417285,4,8
PI417287,4,8
PI417288,4,8
PI417289,4,8
PI417290,4,8
PI417291,4,8
PI417292,4,8
PI417293,4,8
PI417294,4,8
PI417295,4,8
PI417296,4,8
PI417297,4,8
PI417298,4,8
PI417299,4,8
PI417300,4,8
PI417301,4,8
PI417302,4,8
PI417303,4,8
PI417304,3,8
PI417306,4,8
PI417307,4,8
PI417308,4,8
PI417309A,4,9
PI417310,5,8
PI417313,4,8
PI417315,4,8
PI417316,3,8
PI417317,3,8
PI417318,4,8
PI417319,4,8
PI417321,4,8
PI417322,4,8
PI417323,4,8
PI417324A,4,9
PI417324B,4,9
PI417325,4,8
PI417326,4,8
PI417327,4,8
PI417329,3,8
PI417330,5,8
PI417331,4,8
PI417332,4,8
PI417333,4,8
PI417334,4,8
PI417335,4,8
PI417337,4,8
PI417338,4,8
PI417339,4,8
PI417340,4,8
PI417341,4,8
PI417342,4,8
PI417343,3,8
PI417344,4,8
PI417345A,4,9
PI417345B,4,9
PI417346,4,8
PI417347,4,8
PI417348,4,8
PI417349,4,8
PI417351,4,8
PI417352,4,8
PI417353,4,8
PI417354,4,8
PI417355A,3,9
PI417355B,4,9
PI417356,3,8
PI417357,4.900000095,8
PI417358,3.200000048,8
PI417359,4,8
PI417360,4,8
PI417361,4,8
PI417362,4,8
PI417363,4,8
PI417364,4,8
PI417366,4,8
PI417367,4,8
PI417368,4,8
PI417369,4,8
PI417370,4,8
PI417371,4,8
PI417372,4,8
PI417373,4,8
PI417374,4,8
PI417375,4.900000095,8
PI417376,4.800000191,8
PI417377,4,8
PI417378,4.900000095,8
PI417379,4,8
PI417380,3,8
PI417381,4,8
PI417382,4,8
PI417383,4,8
PI417384,4,8
PI417385,3,8
PI417386,4,8
PI417387,4,8
PI417388,4,8
PI417390,4,8
PI417391,4,8
PI417392,4,8
PI417393,4,8
PI417394,4,8
PI417395,4,8
PI417396,4,8
PI417397,4,8
PI417398,4,8
PI417399,4,8
PI417400,4,8
PI417402,4,8
PI417403,3,8
PI417404,4,8
PI417405,4.800000191,8
PI417406,4.5,8
PI417407,5,8
PI417408,3.5,8
PI417409,2.700000048,8
PI417410,2.5,8
PI417411,4,8
PI417412,4,8
PI417413,4,8
PI417414B,4,9
PI417415,4,8
PI417416,5,8
PI417417,4,8
PI417418,4,8
PI417419,4,8
PI417420,4,8
PI417421,5,8
PI417422,5,8
PI417423,4,8
PI417424,4,8
PI417425,4,8
PI417426,4,8
PI417427,5,8
PI417428,3,8
PI417429,4,8
PI417430,4,8
PI417431,4,8
PI417433,4,8
PI417434,4,8
PI417435,4,8
PI417436,4,8
PI417437,4,8
PI417439,4,8
PI417440,4,8
PI417441,4,8
PI417442,4,8
PI417443,4,8
PI417444,5,8
PI417445,4,8
PI417446,4,8
PI417447,4,8
PI417448,4,8
PI417449,4,8
PI417450,4,8
PI417451,4,8
PI417452,4,8
PI417453,4,8
PI417454,4,8
PI417455,4,8
PI417456,4,8
PI417457,4,8
PI417458,4,8
PI417460,4,8
PI417461,4,8
PI417462,4,8
PI417463,4,8
PI417464,4,8
PI417465,4,8
PI417466,4,8
PI417467,4,8
PI417468,3,8
PI417469,5,8
PI417470,4,8
PI417472A,4,9
PI417472B,4,9
PI417472C,4,9
PI417473,5,8
PI417474,4,8
PI417475,4,8
PI417476,4,8
PI417477,5,8
PI417478,3,8
PI417479,4,8
PI417480,4,8
PI417481,4,8
PI417482,3,8
PI417483,4,8
PI417484,4,8
PI417485,4,8
PI417486,4,8
PI417487,4,8
PI417488,4,8
PI417489,4,8
PI417490,4.800000191,8
PI417491,4,8
PI417492,4,8
PI417493,3,8
PI417494,4,8
PI417495,3,8
PI417496,4,8
PI417497,4,8
PI417498,3,8
PI417499,3,8
PI417500,4,8
PI417501,4,8
PI417502,3,8
PI417503,5,8
PI417504,4,8
PI417505,4,8
PI417506,4,8
PI417507,4,8
PI417508,4,8
PI417509,4,8
PI417510,3,8
PI417511,4,8
PI417512A,4,9
PI417512B,4,9
PI417513A,4,9
PI417513B,4,9
PI417513C,4,9
PI417514,4,8
PI417515,4,8
PI417516,4,8
PI417517,4,8
PI417518,4,8
PI417519A,4,9
PI417519B,3,9
PI417520,3,8
PI417521,4,8
PI417522,4,8
PI417523,4,8
PI417524,4,8
PI417525,4,8
PI417526,4,8
PI417527,4,8
PI417528,4,8
PI417529,4,8
PI417531,4,8
PI417532,4,8
PI417533,4,8
PI417534,4,8
PI417535,4,8
PI417536A,4,9
PI417536B,4,9
PI417537A,4,9
PI417537B,4,9
PI417538,4,8
PI417539,4,8
PI417540,4,8
PI417541,4,8
PI417542,4,8
PI417543,4,8
PI417544A,4,9
PI417544B,4,9
PI417545,3,8
PI417548,4,8
PI417549,4,8
PI417550,4,8
PI417551,4,8
PI417552,4,8
PI417553,4,8
PI417555,4,8
PI417556,3,8
PI417557,3,8
PI417558,4,8
PI417559,4,8
PI417560,4,8
PI417561,5,8
PI417562,5,8
PI417563,5,8
PI417564,4,8
PI417565,4,8
PI417566,4,8
PI417567,4,8
PI417569,4,8
PI417572A,3,9
PI417572B,3,9
PI417573,1.5,8
PI417574,4,8
PI417577,4,8
PI417578,4,8
PI417580,4,8
PI417582,3,8
PI419043,4,8
PI420338,4,8
PI423705,4,8
PI423706,4,8
PI423707,4,8
PI423708A,4,9
PI423708B,4,9
PI423709,4,8
PI423710,3,8
PI423711,4,8
PI423712,3,8
PI423713,4,8
PI423714,4,8
PI423715,4,8
PI423716,4,8
PI423717,4,8
PI423718,4,8
PI423719,4,8
PI423720,4,8
PI423721,4,8
PI423722,4,8
PI423723,4,8
PI423724,3,8
PI423725,4,8
PI423726,4,8
PI423727,3,8
PI423728A,4,9
PI423728B,4,9
PI423729,3,8
PI423730A,4,9
PI423730B,4,9
PI423731,4,8
PI423732,4,8
PI423733,4,8
PI423734,4,8
PI423735,4,8
PI423736A,4,9
PI423736B,4.900000095,9
PI423737,4,8
PI423738,4,8
PI423739,4,8
PI423740,4,8
PI423741,4,8
PI423742,4,8
PI423744,4,8
PI423745,4,8
PI423746,4,8
PI423747A,4,9
PI423747B,4,9
PI423748A,4,9
PI423748B,4,9
PI423748C,4,9
PI423749,4,8
PI423750,4,8
PI423751,4,8
PI423752A,4,9
PI423752B,4,9
PI423753A,4,9
PI423753B,4,9
PI423754,4,8
PI423755,5,8
PI423756A,3,9
PI423756B,4,9
PI423757,4,8
PI423758,4,8
PI423759,4,8
PI423760,3,8
PI423761,4,8
PI423762,4,8
PI423763,4,8
PI423764,4,8
PI423765,4,8
PI423766,4,8
PI423767,3,8
PI423768,4,8
PI423769A,4,9
PI423769B,3,9
PI423770,4,8
PI423771,3,8
PI423772,4,8
PI423773,4,8
PI423774,4,8
PI423775,4,8
PI423776,4,8
PI423777,4,8
PI423778,4,8
PI423779,4,8
PI423780,5,8
PI423781A,4,9
PI423781B,4,9
PI423782,4,8
PI423783,4,8
PI423784,4,8
PI423785,4,8
PI423786,4,8
PI423787,4,8
PI423788,4,8
PI423789,4,8
PI423790,4,8
PI423791,4,8
PI423792,4,8
PI423793,4,8
PI423794,4,8
PI423795,4,8
PI423796A,4,9
PI423796B,4,9
PI423797,4,8
PI423798A,4,9
PI423798B,4,9
PI423799A,4,9
PI423799B,4,9
PI423799C,4,9
PI423800,4,8
PI423801,3,8
PI423802,4,8
PI423803,4,8
PI423804,4,8
PI423805,4,8
PI423806,3,8
PI423807,4,8
PI423808A,3,9
PI423808B,3,9
PI423809,3,8
PI423810,4,8
PI423811,3,8
PI423812,4,8
PI423813,3,8
PI423814A,4,9
PI423814B,4,9
PI423815,4,8
PI423816,3,8
PI423817,4,8
PI423818,4,8
PI423819,3,8
PI423820,4,8
PI423821,5,8
PI423822,5,8
PI423823,4,8
PI423824,4,8
PI423825,4,8
PI423826A,3,9
PI423826B,4,9
PI423826C,4,9
PI423827A,3,9
PI423827B,4,9
PI423828,4,8
PI423829,3,8
PI423830A,4,9
PI423830B,4,9
PI423831,5,8
PI423832,4,8
PI423833A,4,9
PI423833B,4,9
PI423834,4,8
PI423835,3,8
PI423836,4,8
PI423837A,4,9
PI423837B,4,9
PI423838,4,8
PI423839,4,8
PI423840,4,8
PI423841,3,8
PI423842,3,8
PI423843,4,8
PI423844,4,8
