acid,PRR1.10004
PI408237,5
PI408248A,5
PI408261,5
PI408262A,5
PI408262B,5
PI408264,5
PI408272A,5
PI408285A,5
PI416854,5
PI417382,5
PI423705,5
PI423721,5
PI423725,5
PI423728A,5
PI423728B,5
PI423730A,5
PI423733,5
PI423735,5
PI423736A,5
PI423747B,5
PI423753A,5
PI423756A,5
PI423757,5
PI423771,5
PI423777,5
PI423779,5
PI423783,5
PI423793,5
PI423794,5
PI423796A,5
PI423796B,5
PI423797,5
PI423799A,5
PI423812,5
PI423830B,5
PI423863A,5
PI424225,5
PI424227A,5
PI424232A,5
PI424233,5
PI424234C,5
PI424255A,5
PI424256,5
PI424258,5
PI424263,5
PI424269A,5
PI424272A,5
PI424273A,5
PI424273B,5
PI424274A,5
PI424280,5
PI424281A,5
PI424283,5
PI424284A,5
PI424285B,5
PI424286,5
PI424291,5
PI424295,5
PI424296A,5
PI424299A,5
PI424303,5
PI424306,5
PI424308,5
PI424335A,5
PI424336,5
PI424347A,5
PI424347B,5
PI424357A,5
PI424364A,5
PI424364B,5
PI424370A,5
PI424372,5
PI424380,5
PI424386A,5
PI424386B,5
PI424402A,5
PI424402B,5
PI424405B,5
PI424410,5
PI424411,5
PI424424,5
PI424432,5
PI424444C,5
PI424459,5
PI424462B,5
PI424467,5
PI424471,5
PI424485,5
PI424488B,5
PI407875B,5
PI339734,5
PI339736,5
PI385942,5
PI398200,5
PI398201,5
PI398237,5
PI398367,5
PI398414,5
PI398420,5
PI398431,5
PI398470,5
PI398522,5
PI398531,5
PI398626,5
PI398888,5
PI398909,5
PI398920,5
PI398922,5
PI398929,5
PI398933,5
PI398995,5
PI399030,5
PI407905,5
PI408260A,5
PI416769B,5
PI416786,5
PI416831,5
PI416858,5
PI416879,5
PI416884,5
PI416934,5
PI416945,5
PI416971,5
PI417006,5
PI417007,5
PI417021,5
PI417028,5
PI417054,5
PI417057,5
PI417065,5
PI417096,5
PI417163,5
PI417168,5
PI417179A,5
PI417195,5
PI417217,5
PI417232,5
PI417249,5
PI417269,5
PI417278,5
PI417287,5
PI417309A,5
PI417339,5
PI417397,5
PI417429,5
PI417433,5
PI417468,5
PI417472A,5
PI417472B,5
PI417495,5
PI417577,5
PI423739,5
PI423740,5
PI423888,5
PI424255B,5
PI424281B,5
PI424335B,5
PI424377,5
PI398601,5
PI398260,5
PI398265,5
PI398274,5
PI424385,5
PI548430,5
PI404170,5
PI398368,5
PI398492,5
PI398604,5
PI398655,5
PI398695,5
PI398696,5
PI398701,5
PI398707,5
PI398766,5
PI398931,5
PI404177,5
PI404178,5
PI424266,5
PI398642,5
PI399072,5
PI417238,5
PI417432,5
PI423980,5
PI398247,5
PI398278,5
PI548547,5
PI548598,5
