acid,PRR1.10002
PI290149,5
PI291274A,5
PI291276,5
PI291282,5
PI291283,5
PI291284,5
PI291290,5
PI291294,5
PI291300,5
PI291303A,5
PI291303B,5
PI291304,5
PI291305,5
PI291311B,5
PI291319B,5
PI291320A,5
PI291328,5
PI297499,5
PI297500,5
PI297505,5
PI297511,5
PI297514,5
PI297538,5
PI297541,5
PI297548,5
PI297551,5
PI319535B,5
PI326580,5
PI347542,5
PI347543,5
PI347546B,5
PI347550A,5
PI347552A,5
PI347552C,5
PI347565A,5
PI347567,5
PI361057,5
PI361062A,5
PI361065A,5
PI361066B,5
PI361071B,5
PI361071C,5
PI361075,5
PI361081,5
PI361087,5
PI361088A,5
PI361088B,5
PI361089,5
PI361090,5
PI361092,5
PI361096,5
PI361098,5
PI361099,5
PI361112A,5
PI361113,5
PI361115,5
PI361117,5
PI372418,5
PI378655,5
PI378663,5
PI378664A,5
PI378664B,5
PI378664C,5
PI378669C,5
PI378669D,5
PI378670A,5
PI378671,5
PI378674A,5
PI378676A,5
PI378677B,5
PI378677C,5
PI378680D,5
PI378680E,5
PI384469C,5
PI384470,5
PI401418,5
PI404155B,5
PI404156,5
PI404158,5
PI404192A,5
PI404192B,5
PI407654,5
PI407715,5
PI416904C,5
PI417059,5
PI417294,5
PI417295,5
PI417509,5
PI417510,5
PI417513B,5
PI417513C,5
PI417515,5
PI417516,5
PI417517,5
PI417519B,5
PI417521,5
PI417522,5
PI417525,5
PI417527,5
PI417528,5
PI417550,5
PI417572A,5
PI417572B,5
PI424202,5
PI424204,5
PI424210,5
PI358314,5
PI291272,5
PI291273,5
PI291279,5
PI291281,5
PI291291,5
PI291310A,5
PI291324,5
PI342437,5
PI358315A,5
PI361093,5
PI361095,5
PI416747,5
PI416751,5
PI416782,5
PI416887,5
PI416906,5
PI416921,5
PI416940,5
PI416974,5
PI417024,5
PI417043,5
PI417076,5
PI417139,5
PI417196A,5
PI417196B,5
PI417299,5
PI417326,5
PI417327,5
PI417451,5
PI423880,5
PI423891,5
PI423937,5
PI423947,5
PI423953,5
PI423987A,5
PI424199,5
PI378670B,5
PI407903A,5
PI399043,5
PI417239,5
PI291323,5
PI347552B,5
PI417297,5
PI548353,5
PI361104,5
PI423952,5
PI407386D,5
PI384471,5
PI391594,5
PI398687,5
PI398708,5
PI398709,5
PI404160A,5
PI404160B,5
PI404171,5
PI407903B,5
PI417241,5
PI417576,5
PI384468,5
PI398641,5
PI398654,5
PI416822,5
PI416846,5
PI417248,5
PI423883,5
PI423884,5
PI423899,5
PI407712,5
PI407726,5
PI548304,5
PI548303,5
PI548367,5
PI548561,5
PI548609,5
PI548631,5
PI548508,5
PI548509,5
PI548524,5
PI548540,5
PI548551,5
PI548608,5
PI548610,5
PI548632,5
PI548550,5
PI548553,5
PI548554,5
