acid,SCN3.492579,SCN3code.492579
PI567404C,4,3.3
PI567406B,4,3
PI567445C,4,3.3
PI567447D,4,3
PI567290B,4,3
PI567299B,4,3.3
PI567336C,4,2.7
PI567350A,4,3
PI567374,5,3.7
PI567650B,5,4
PI567664,5,4
PI567315,5,3.7
PI567464,5,4
PI567588B,5,4
PI567351B,5,4
PI567325A,5,3.7
PI567321A,5,4
PI567627C,5,4
PI567610B,5,4
PI567635,5,4
PI567379A,5,4
PI567356,5,3.7
PI567550,5,4
PI567597A,5,4
PI567558,5,4
PI567590A,5,4
PI567617B,5,3.7
PI567642A,5,4
PI567570,5,3.7
PI567574A,5,3.7
PI567534,5,4
PI567607A,5,4
PI567544,5,3.7
PI567606,5,4
PI567539,5,4
PI567535A,5,3.7
PI567546,5,4
PI567559,5,4
PI567585B,5,4
PI567609,5,4
PI567319A,5,4
PI567535B,5,3.7
PI567541C,5,3.7
PI567563B,5,3.7
PI567611,5,3.7
PI567602D,5,4
PI567389A,5,4
PI567541B,5,4
PI567542,5,4
PI567644,5,4
PI567563A,5,4
PI567457,5,4
PI567452,5,3.7
PI567453,5,4
PI567642C,5,3.7
PI567654,5,3.7
PI567450,5,3.7
PI567473D,5,3.7
PI567477,5,4
PI567645A,5,3.7
PI567456,5,4
PI567562B,5,3.7
PI567627A,5,3.7
PI567628B,5,3.7
PI567638,5,4
PI567293,5,3.7
PI567608,5,4
PI567496,5,4
PI567529,5,3.7
PI567621B,5,3.7
PI567445A,5,3.7
PI567632B,5,3.7
PI567627B,5,3.7
PI567651,5,3.7
PI567674,5,4
PI567652,5,3.7
PI567641,5,4
PI567583A,5,4
PI567614B,5,4
PI567616,5,3.7
PI567612,5,3.7
PI567665,5,3.7
PI567560,5,4
PI567387,5,3.7
PI567647B,5,3.7
PI567650A,5,3.7
PI567442,5,3.7
PI567381A,5,4
PI567524,5,4
PI567425B,5,4
PI567504,5,3.7
PI567505,5,3.7
PI567503,5,4
PI567522A,5,4
PI567661B,5,4
PI567313,5,3.7
PI567487,5,4
PI567554A,5,4
PI567300A,5,3.7
PI567474,5,4
PI567481,5,3.7
PI567561,5,4
PI567404A,5,3.7
PI567473A,5,4
PI567476,5,3.7
PI567461,5,3.7
PI567489B,5,3.7
PI567556,5,3.7
PI567373A,5,4
PI567303A,5,4
PI567429C,5,4
PI567419A,5,3.7
PI567426,5,4
PI567434,5,4
PI567460,5,4
PI567552,5,4
PI567479,5,4
PI567297,5,4
PI567307,5,3.7
PI567311A,5,4
PI567311B,5,4
PI567317,5,4
PI567362A,5,3.7
PI567440,5,3.7
PI567446,5,3.7
PI567454,5,3.7
PI567501,5,3.7
PI567512A,5,4
PI567525,5,4
PI567605,5,4
PI567620B,5,4
PI567661A,5,4
PI567296C,5,4
PI567581,5,3.7
PI567422,5,4
PI567475,5,4
PI567507A,5,3.7
PI567515,5,4
PI567543C,5,4
PI567465,5,3.7
PI567516A,5,4
PI567518,5,4
PI567576,5,4
PI567375A,5,4
PI567614D,5,4
PI567510A,5,4
PI567667B,5,3.5
PI567361,5,4
PI567375B,5,4
PI567596,5,3.7
PI567653,5,3.7
PI567668,5,3.7
PI567583C,5,4
PI567421,5,4
PI567512B,5,4
PI567354,5,4
PI567360,5,4
PI567445B,5,3.7
PI567486B,5,4
PI567419B,5,4
PI567420,5,4
PI567423,5,4
PI567425A,5,4
PI567429A,5,3.7
PI567468,5,4
PI567482A,5,4
PI567482B,5,3.7
PI567485,5,4
PI567500,5,3.7
PI567417C,5,4
PI567418B,5,4
PI567512C,5,4
PI567551,5,4
PI567575,5,4
PI567582A,5,3.7
PI567585A,5,4
PI567586A,5,4
PI567587B,5,3.7
PI567588A,5,3.7
PI567598A,5,4
PI567602C,5,4
PI567639,5,4
PI567663,5,3.7
PI567672,5,4
PI567618B,5,3.7
PI567583B,5,4
PI567614C,5,3.7
PI567486A,5,3.7
PI567291,5,4
PI567296B,5,4
PI567302,5,3.7
PI567306B,5,4
PI567318,5,3.7
PI567319B,5,4
PI567359,5,4
PI567427,5,4
PI567432C,5,3.7
PI567436,5,3.7
PI567467,5,3.7
PI567510B,5,3.7
PI567511,5,3.7
PI567366B,5,3.7
PI567514A,5,4
PI567514B,5,4
PI567516B,5,4
PI567519,5,4
PI567520B,5,4
PI567522B,5,4
PI567543A,5,3.7
PI567554B,5,4
PI567557,5,3.7
PI567578A,5,4
PI567582B,5,4
PI567595A,5,3.7
PI567601,5,4
PI567602A,5,4
PI567622,5,4
PI567632A,5,3.7
PI567655,5,4
PI567658,5,4
PI567662,5,3.7
PI567306A,5,3.7
PI567348,5,3.7
PI567352A,5,3.7
PI567352B,5,3.7
PI567353,5,4
PI567428,5,4
PI567396A,5,3.7
PI567545,5,3.7
PI567362B,5,3.7
PI567369A,5,4
PI567463,5,4
PI567506,5,3.7
PI567395,5,4
PI567617A,5,4
PI567444,5,4
PI567363A,5,4
PI567443,5,3.7
PI567458,5,4
PI567357,5,3.7
PI567416,5,4
PI567447A,5,3.7
PI567466A,5,3.7
PI567396B,5,4
PI567648C,5,3.7
PI567415A,5,4
PI567673B,5,4
PI567369B,5,3.7
PI567573A,5,4
PI567574B,5,3.7
PI567648B,5,4
PI567578B,5,4
PI567603B,5,3.7
PI567580B,5,4
PI567435A,5,4
PI567499,5,3.7
PI567469A,5,3.7
PI567358,5,3.7
PI567473C,5,4
PI567659,5,3.7
PI567470,5,4
PI567489A,5,4
PI567424A,5,4
PI567540A,5,3.7
PI567549A,5,4
PI567584,5,4
PI567538B,5,4
PI567598B,5,3.7
PI567628A,5,3.7
PI567673A,5,4
PI567520A,5,3.7
PI567667A,5,3.7
PI567618A,5,4
PI567547,5,4
PI567526,5,4
PI567586B,5,3.7
PI567592,5,3.7
PI567610A,5,4
PI567541A,5,3.7
PI567418A,5,4
PI567431,5,4
PI567469B,5,4
PI567478,5,4
PI567484,5,4
PI567597B,5,3.7
PI567599,5,4
PI567600,5,3.7
PI567602B,5,3.7
PI567640,5,3.7
PI567642B,5,3.7
PI567671C,5,3.7
PI567549B,5,3.7
PI567630B,5,4
PI567509,5,4
PI567532,5,3.7
PI567537,5,4
PI567538A,5,4
PI567567,5,3.7
PI567569,5,4
PI567579,5,3.7
PI567607B,5,4
PI567630A,5,3.7
PI567643,5,3.7
PI567646A,5,4
PI567647A,5,4
PI567656,5,3.7
PI567594B,5,4
PI567371B,5,4
PI567646B,5,4
PI567418C,5,4
PI567589,5,4
PI567435B,5,4
PI567587A,5,4
PI567372B,5,3.7
PI567528A,5,3.7
PI567621A,5,4
PI567553,5,4
PI567417A,5,3.7
PI567409A,5,3.7
PI567397,5,3.5
PI567376A,5,3.7
PI567390,5,3.7
PI567648A,5,3.7
PI567349A,5,4
PI567339,5,4
PI567455,5,4
PI567389B,5,3.7
PI567394A,5,4
PI567657,5,4
PI567300B,5,3.7
PI567309,5,4
PI567310A,5,3.7
PI567316A,5,4
PI567320,5,4
PI567439,5,4
PI567314,5,3.7
PI567329,5,3.7
PI567399,5,4
PI567521,5,4
PI567292,5,3.7
PI567340,5,3.7
PI567392,5,4
PI567401,5,4
PI567400,5,3.7
PI567625,5,3.7
PI567334,5,3.7
PI567517,5,4
PI567377A,5,3.7
PI567634,5,3.7
PI567373B,5,3.7
PI567308,5,4
PI567459,5,4
PI567466B,5,4
PI567380,5,3.7
PI567382C,5,4
PI567384,5,4
PI567412,5,3.7
PI567417B,5,3.7
PI567629A,5,3.7
PI567629B,5,4
PI567667C,5,4
PI567619,5,4
PI567299A,5,4
PI567316B,5,3.7
PI567321B,5,4
PI567343,5,3.7
PI567355B,5,4
PI567322,5,4
PI567375C,5,4
PI567375D,5,3.7
PI567376B,5,4
PI567379B,5,4
PI567381B,5,3.7
PI567394B,5,4
PI567394C,5,3.7
PI567396D,5,4
PI567404B,5,4
PI567407,5,4
PI567413,5,3.7
PI567613,5,3.5
PI567507E,5,4
PI567346,5,3.7
PI567332,5,3.5
PI567352C,5,4
PI567386,5,3.5
PI567289B,5,3.7
PI567288A,5,4
PI567289A,5,3.7
PI567287,5,4
PI567288B,5,4
PI518671,5,3.6
