acid,SCN3code,
PI398354,4,8
PI398355,3,8
PI398356,4,8
PI398357,3,8
PI398358,2,8
PI398359,4,8
PI398360,4,8
PI398361,4,8
PI398362,3,8
PI398363,4,8
PI398364,4,8
PI398366,3,8
PI398367,3,8
PI398368,4,8
PI398369,4,8
PI398370,4,8
PI398371,4,8
PI398372,4,8
PI398373,4,8
PI398374,4,8
PI398375,4,8
PI398376,4,8
PI398378,4,8
PI398379,4,8
PI398380,4,8
PI398381,4,8
PI398382,4,8
PI398383,4,8
PI398384,4,8
PI398385,4,8
PI398386,3,8
PI398387,4,8
PI398388,3,8
PI398389,4,8
PI398390,4,8
PI398391,4,8
PI398392,4,8
PI398393,4,8
PI398394,4,8
PI398395,3,8
PI398396,3,8
PI398397,3,8
PI398398,4,8
PI398399,4,8
PI398400,4,8
PI398402,4,8
PI398403,4,8
PI398404,4,8
PI398405,3,8
PI398406,3,8
PI398407,4,8
PI398408,3,8
PI398409,4,8
PI398410,3,8
PI398411,3,8
PI398412,3,8
PI398413,4,8
PI398414,4,8
PI398415,3,8
PI398416,4,8
PI398417,4,8
PI398418,3,8
PI398419,4,8
PI398420,4,8
PI398422,4,8
PI398423,4,8
PI398424,4,8
PI398425,3,8
PI398426,4,8
PI398427,4,8
PI398428,4,8
PI398429,4,8
PI398430,4,8
PI398431,4,8
PI398432,4,8
PI398433,4,8
PI398434,4,8
PI398436,4,8
PI398437,3,8
PI398438,4,8
PI398439,4,8
PI398440,4,8
PI398441,4,8
PI398442,4,8
PI398443,4,8
PI398444,4,8
PI398445,4,8
PI398446,3,8
PI398447,4,8
PI398448,4,8
PI398449,3,8
PI398450,3,8
PI398451,4,8
PI398452,3,8
PI398453,4,8
PI398454,4,8
PI398455,4,8
PI398456,4,8
PI398457,4,8
PI398458,4,8
PI398459,4,8
PI398460,4,8
PI398461,4,8
PI398462,4,8
PI398463,4,8
PI398464,3,8
PI398465,3,8
PI398466,3,8
PI398467,3,8
PI398468,3,8
PI398469,4,8
PI398470,4,8
PI398471,3,8
PI398472,4,8
PI398473,4,8
PI398474,4,8
PI398475,4,8
PI398476,4,8
PI398477,4,8
PI398478,4,8
PI398479,4,8
PI398480,4,8
PI398481,4,8
PI398482,4,8
PI398483,4,8
PI398484,4,8
PI398485,4,8
PI398486,3,8
PI398487,4,8
PI398488,4,8
PI398489,4,8
PI398490,3,8
PI398492,3,8
PI398493,3,8
PI398494,4,8
PI398495,4,8
PI398496,4,8
PI398497,4,8
PI398498,4,8
PI398499,3,8
PI398500,4,8
PI398501,4,8
PI398502,4,8
PI398503,4,8
PI398504,4,8
PI398505,4,8
PI398506,4,8
PI398507,3,8
PI398508,4,8
PI398509,4,8
PI398510,4,8
PI398511,4,8
PI398512,4,8
PI398513,4,8
PI398514,4,8
PI398515,4,8
PI398516,4,8
PI398517,4,8
PI398518,4,8
PI398519,4,8
PI398520,4,8
PI398521,3,8
PI398522,3,8
PI398523,4,8
PI398524,4,8
PI398525,3,8
PI398526,4,8
PI398529,3,8
PI398530,4,8
PI398531,4,8
PI398532,4,8
PI398534,4,8
PI398535,4,8
PI398536,4,8
PI398537,3,8
PI398538,4,8
PI398539,4,8
PI398540,4,8
PI398541,4,8
PI398543,4,8
PI398544,4,8
PI398545,4,8
PI398546,4,8
PI398547,4,8
PI398548,4,8
PI398549,3,8
PI398550,4,8
PI398551,3,8
PI398552,3,8
PI398553,4,8
PI398554,4,8
PI398555,3,8
PI398556,4,8
PI398557,4,8
PI398558,4,8
PI398559,4,8
PI398562,4,8
PI398564,4,8
PI398565,3,8
PI398566,3,8
PI398567,3,8
PI398568,3,8
PI398569,3,8
PI398570,4,8
PI398571,4,8
PI398572,4,8
PI398574,3,8
PI398575,4,8
PI398576,3,8
PI398577,3,8
PI398578,4,8
PI398579,3,8
PI398580,4,8
PI398581,4,8
PI398582,4,8
PI398583,4,8
PI398585,3,8
PI398586,4,8
PI398587,4,8
PI398588,3,8
PI398589,4,8
PI398590,4,8
PI398591,4,8
PI398592,4,8
PI398593,3,8
PI398594,4,8
PI398595,4,8
PI398596,3,8
PI398597,3,8
PI398598,4,8
PI398599,4,8
PI398600,4,8
PI398602,4,8
PI398603,3,8
PI398604,1.5,8
PI398605,3,8
PI398606,4,8
PI398607,3,8
PI398608,4,8
PI398609,3,8
PI398610,4,8
PI398611,4,8
PI398612,4,8
PI398613,4,8
PI398614,4,8
PI398616,3,8
PI398617,3,8
PI398619,4,8
PI398620,4,8
PI398621,3,8
PI398622,4,8
PI398623,4,8
PI398624,4,8
PI398625,4,8
PI398626,4,8
PI398627,3,8
PI398629,4,8
PI398630,4,8
PI398631,4,8
PI398634,4,8
PI398635,4,8
PI398636,4,8
PI398637,4,8
PI398638,4,8
PI398639,4,8
PI398640,4,8
PI398641,4,8
PI398642,4,8
PI398643,4,8
PI398644,4,8
PI398646,4,8
PI398647,3,8
PI398648,4,8
PI398649,4,8
PI398650,3,8
PI398651,3,8
PI398652,4,8
PI398653,3,8
PI398654,4,8
PI398655,4,8
PI398656,3,8
PI398657,3,8
PI398658,4,8
PI398659,4,8
PI398660,3,8
PI398661,4,8
PI398662,4,8
PI398663,4,8
PI398664,3,8
PI398666,4,8
PI398667,4,8
PI398670,4,8
PI398671,4,8
PI398672,3,8
PI398673,4,8
PI398674,4,8
PI398675,4,8
PI398676,4,8
PI398677,4,8
PI398678,4,8
PI398679,4,8
PI398680,1.5,8
PI398681,3,8
PI398682,1,8
PI398684,3,8
PI398685,4,8
PI398686,3,8
PI398687,4,8
PI398688,4,8
PI398689,4,8
PI398690,4,8
PI398692,3,8
PI398693,4,8
PI398694,3,8
PI398695,4,8
PI398696,4,8
PI398697,4,8
PI398698,3,8
PI398700,3,8
PI398701,1.5,8
PI398702,4,8
PI398703,4,8
PI398704,3,8
PI398705,3,8
PI398706,4,8
PI398707,3,8
PI398708,3,8
PI398709,4,8
PI398710,4,8
PI398711,4,8
PI398712,4,8
PI398713,3,8
PI398714,4,8
PI398715,4,8
PI398716,3,8
PI398717,2,8
PI398718,3,8
PI398719,4,8
PI398720,3,8
PI398721,4,8
PI398722,4,8
PI398723,4,8
PI398724,4,8
PI398725,4,8
PI398726,3,8
PI398727,3,8
PI398728,4,8
PI398729,4,8
PI398730,4,8
PI398731,4,8
PI398732,4,8
PI398733,4,8
PI398734,4,8
PI398735,4,8
PI398736,4,8
PI398737,4,8
PI398738,4,8
PI398739,4,8
PI398740,4,8
PI398741,4,8
PI398742,4,8
PI398743,3,8
PI398744,4,8
PI398745,4,8
PI398746,4,8
PI398747,4,8
PI398748,3,8
PI398749,4,8
PI398750,4,8
PI398751,3,8
PI398752,4,8
PI398753,4,8
PI398754,4,8
PI398755,4,8
PI398756,4,8
PI398757,4,8
PI398758,4,8
PI398759,3,8
PI398760,3,8
PI398761,4,8
PI398762,4,8
PI398763,4,8
PI398764,4,8
PI398765,4,8
PI398766,3,8
PI398767,3,8
PI398768,3,8
PI398769,4,8
PI398770,4,8
PI398771,4,8
PI398772,4,8
PI398773,4,8
PI398774,4,8
PI398775,4,8
PI398776,4,8
PI398778,3,8
PI398779,4,8
PI398780,4,8
PI398781,4,8
PI398782,4,8
PI398784,3,8
PI398787,4,8
PI398788,4,8
PI398789,3,8
PI398790,4,8
PI398791,4,8
PI398792,4,8
PI398793,4,8
PI398794,4,8
PI398795,3,8
PI398796,4,8
PI398797,4,8
PI398798,4,8
PI398800,4,8
PI398801,4,8
PI398802,4,8
PI398803,4,8
PI398804,4,8
PI398805,4,8
PI398806,4,8
PI398807,4,8
PI398808,4,8
PI398809,4,8
PI398810,4,8
PI398811,4,8
PI398812,4,8
PI398813,4,8
PI398814,3,8
PI398815,4,8
PI398816,4,8
PI398817,3,8
PI398818,4,8
PI398819,4,8
PI398820,4,8
PI398821,3,8
PI398822,4,8
PI398823,4,8
PI398824,4,8
PI398825,4,8
PI398826,4.8,8
PI398827,4.4,8
PI398828,3,8
PI398829,2,8
PI398830,3,8
PI398831,4,8
PI398832,4,8
PI398833,3,8
PI398834,3,8
PI398835,3,8
PI398836,3,8
PI398837,4,8
PI398838,4,8
PI398839,4,8
PI398840,3,8
PI398841,4,8
PI398842,4,8
PI398843,4,8
PI398844,4,8
PI398845,3,8
PI398846,4,8
PI398847,4,8
PI398848,4,8
PI398849,4,8
PI398850,4,8
PI398851,4,8
PI398852,4,8
PI398853,4.6,8
PI398854,4,8
PI398855,4,8
PI398856,4,8
PI398857,4,8
PI398858,4,8
PI398859,4,8
PI398860,4,8
PI398861,4,8
PI398862,4,8
PI398863,4,8
PI398865,4,8
PI398866,4,8
PI398867,3,8
PI398868,4,8
PI398869,4,8
PI398871,4,8
PI398872,4,8
PI398873,3,8
PI398874,3,8
PI398875,4,8
PI398876,4,8
PI398877,3,8
PI398879,4,8
PI398880,4,8
PI398881,3,8
PI398882,4,8
PI398883,4,8
PI398884,4,8
PI398885,4,8
PI398886,4,8
PI398887,4,8
PI398888,3,8
PI398889,4,8
PI398890,3,8
PI398892,3,8
PI398893,4,8
PI398894,3,8
PI398895,4,8
PI398896,4.6,8
PI398897,4,8
PI398898,4,8
PI398899,3,8
PI398900,4,8
PI398901,4,8
PI398902,4,8
PI398903,4,8
PI398904,4,8
PI398905,4,8
PI398906,4,8
PI398907,4,8
PI398908,4,8
PI398909,3,8
PI398910,4,8
PI398912,4,8
PI398913,4,8
PI398914,4,8
PI398915,4,8
PI398916,4,8
PI398917,4,8
PI398918,4,8
PI398919,4,8
PI398920,4,8
PI398921,3,8
PI398922,3,8
PI398923,4,8
PI398924,3,8
PI398925,4.9,8
PI398926,3,8
PI398928,4,8
PI398929,3,8
PI398930,4,8
PI398931,3,8
PI398932,4,8
PI398933,3,8
PI398934,4,8
PI398936,4,8
PI398937,4,8
PI398938,3,8
PI398939,4,8
PI398940,4,8
PI398941,3,8
PI398942,3,8
PI398943,4,8
PI398944,3,8
PI398945,4.8,8
PI398946,4,8
PI398947,4,8
PI398948,4,8
PI398949,4,8
PI398950,3.7,8
PI398951,4,8
PI398952,3.3,8
PI398953,4,8
PI398954,4,8
PI398955,4,8
PI398956,3.7,8
PI398957,4,8
PI398958,4,8
PI398959,3,8
PI398960,4,8
PI398961,4,8
PI398962,4,8
PI398963,4,8
PI398964,4,8
PI398965,4,8
PI398966,5,8
PI398967,4.2,8
PI398968,4,8
PI398970,3,8
PI398972,4,8
PI398973,4.5,8
PI398974,4,8
PI398975,3,8
PI398976,4,8
PI398977,3,8
PI398978,4,8
PI398979,4,8
PI398980,3,8
PI398981,4,8
PI398982,4,8
PI398983,4.7,8
PI398984,4,8
PI398985,4,8
PI398986,4,8
PI398987,3,8
PI398988,3,8
PI398989,4,8
PI398990,4,8
PI398991,4,8
PI398992,4,8
PI398993,3,8
PI398994,3,8
PI398995,3,8
PI398996,4,8
PI398997,3,8
PI398998,4.3,8
PI398999,4.3,8
PI399000,4,8
PI399001,3,8
PI399002,4,8
PI399003,4,8
PI399004,4,8
PI399005,4,8
PI399006,4,8
PI399007,4,8
PI399008,4,8
PI399009,4,8
PI399010,4,8
PI399011,4,8
PI399012,3,8
PI399013,3,8
PI399014,3,8
PI399015,4,8
PI399016,4,8
PI399017,4,8
PI399018,3,8
PI399019,4,8
PI399020,4,8
PI399021,4,8
PI399022,4,8
PI399023,3,8
PI399024,4,8
PI399025,4,8
PI399026,4,8
PI399027,4,8
PI399028,3,8
PI399029,4,8
PI399030,4,8
PI399031,4,8
PI399032,4,8
PI399033,3,8
PI399034,4,8
PI399035,4,8
PI399036,4,8
PI399037,3,8
PI399038,4,8
PI399039,4,8
PI399040,3,8
PI399041,4.7,8
PI399042,4,8
PI399044,3,8
PI399045,2,8
PI399046,3,8
PI399047,5,8
PI399048,4.8,8
PI399049,4.6,8
PI399050,3,8
PI399051,3,8
PI399053,4.8,8
PI399054,4,8
PI399055,4,8
PI399056,4,8
PI399057,4,8
PI399058,4,8
PI399059,3,8
PI399060,3,8
PI399062,4,8
PI399063,4,8
PI399065,4,8
PI399066,4,8
PI399067,4,8
PI399068,4,8
PI399070,4,8
PI399071,4,8
PI399072,4,8
PI399073,4,8
PI399074,4,8
PI399075,4,8
PI399076,4,8
PI399077,3,8
PI399078,4,8
PI399079,4,8
PI399080,4,8
PI399081,4,8
PI399082,4,8
PI399083,4,8
PI399084,4,8
PI399085,4,8
PI399086,4,8
PI399087,4.3,8
PI399088,4.9,8
PI399089,4,8
PI399090,5,8
PI399091,3,8
PI399092,4,8
PI399093,4,8
PI399094,4,8
PI399095,4,8
PI399096,4,8
PI399097,4,8
PI399098,3,8
PI399099,4,8
PI399100,4,8
PI399101,4,8
PI399102,4.7,8
PI399103,4,8
PI399104,4.8,8
PI399105,4,8
PI399106,4,8
PI399107,4,8
PI399108,4,8
PI399109,4,8
PI399110,4,8
PI399111,4,8
PI399112,3,8
PI399113,4,8
PI399114,4,8
PI399115,4,8
PI399116,4,8
PI399117,4,8
PI399118,4,8
PI399119,3,8
PI399120,3,8
PI399121,4,8
PI399122,4,8
PI399123,4,8
PI399124,4,8
PI399125,4,8
PI399126,4,8
PI401418,3,8
PI404151,4,8
PI404152,3,8
PI404153,4,8
PI404154,3,8
PI404156,4,8
PI404157,3,8
PI404158,3,8
PI404159,4,8
PI404161,4,8
PI404162,4,8
PI404163,4,8
PI404164,4,8
PI404165,3,8
PI404166,0,8
PI404167,3,8
PI404168,4,8
PI404170,4,8
PI404171,4,8
PI404172,3,8
PI404174,3,8
PI404175,3,8
PI404176,3,8
PI404177,1.5,8
PI404178,3,8
PI404180,4,8
PI404181,4,8
PI404182,4,8
PI404183,4,8
PI404185,4,8
PI404186,4,8
PI404187,4,8
PI404189,4,8
PI404190,3,8
PI404191,3,8
PI404193,4,8
PI404194,4,8
PI404195,3,8
PI404197,3,8
PI404199,4,8
PI405690,4,8
PI405691,4,8
PI406707,3,8
PI406708,4,8
PI406709,3,8
PI406710,3,8
PI407653,4,8
PI407654,4,8
PI407656,4,8
PI407657,4,8
PI407701,4,8
PI407702,3,8
PI407704,3,8
PI407705,3,8
PI407707,4,8
PI407710,4,8
PI407712,4,8
PI407713,4,8
PI407714,4,8
PI407715,4,8
PI407716,3,8
PI407717,3,8
PI407718,4,8
PI407719,4,8
PI407720,4,8
PI407721,3,8
PI407722,4,8
PI407723,4,8
PI407724,4,8
PI407726,3,8
PI407727,3,8
PI407729,1.5,8
PI407730,4,8
PI407731,3,8
PI407732,3,8
PI407733,4,8
PI407734,4,8
PI407735,3,8
PI407736,4,8
PI407737,4,8
PI407738,5,8
PI407739,3,8
PI407743,5,8
PI407744,4.8,8
PI407746,4,8
PI407747,4,8
PI407749,4,8
PI407750,4,8
PI407751,4,8
PI407752,4,8
PI407753,4,8
PI407756,4,8
PI407758,4,8
PI407759,4,8
PI407761,4,8
PI407762,4,8
PI407763,3,8
PI407764,4,8
PI407765,4,8
PI407766,4,8
PI407769,4,8
PI407770,4,8
PI407771,5,8
PI407774,4,8
PI407775,4,8
PI407776,3,8
PI407777,4,8
PI407779,4,8
PI407783,4,8
PI407784,4,8
PI407785,4,8
PI407787,4,8
PI407789,4,8
PI407791,4,8
PI407792,4,8
PI407793,4,8
PI407794,4,8
PI407796,4,8
PI407797,4,8
PI407798,4,8
PI407799,4,8
PI407800,4,8
PI407803,4,8
PI407804,3,8
PI407807,3,8
PI407809,4,8
PI407810,3,8
PI407811,4,8
PI407812,4,8
PI407813,4,8
PI407815,4,8
PI407816,4,8
PI407817,3,8
PI407819,4,8
PI407820,4,8
PI407823,4,8
PI407824,4,8
PI407825,4,8
PI407826,4,8
PI407827,4,8
PI407830,4,8
PI407834,4,8
PI407835,4,8
PI407836,4,8
PI407837,4,8
PI407838,3,8
PI407840,3,8
PI407841,4,8
PI407842,4,8
PI407843,3,8
PI407844,3,8
PI407846,3,8
PI407847,4,8
PI407848,3,8
PI407849,3,8
PI407850,4,8
PI407851,3,8
PI407852,3,8
PI407853,4,8
PI407854,4,8
PI407855,3,8
PI407856,3,8
PI407857,3,8
PI407858,4,8
PI407860,3,8
PI407862,4,8
PI407863,3,8
PI407864,4,8
PI407865,4,8
PI407866,4,8
PI407870,4,8
PI407871,4,8
PI407873,4,8
PI407876,3,8
PI407878,4,8
PI407879,4,8
PI407880,4,8
PI407881,3,8
PI407882,3,8
PI407883,4,8
PI407884,3,8
PI407885,3,8
PI407886,4,8
PI407887,4,8
PI407888,4,8
PI407889,4,8
PI407891,4,8
PI407893,4,8
PI407894,4,8
PI407895,4,8
PI407896,4,8
PI407897,4,8
PI407899,3,8
PI407900,4,8
PI407901,3,8
PI407904,4,8
PI407905,4,8
PI407906,4,8
PI407908,4,8
PI407909,4,8
PI407910,3,8
PI407911,4,8
PI407912,4,8
PI407915,4,8
PI407916,4,8
PI407917,4,8
PI407919,4,8
PI407920,4,8
PI407921,4,8
PI407922,4,8
PI407923,4,8
PI407924,4,8
PI407925,4,8
PI407928,4,8
PI407929,3,8
PI407931,3,8
PI407933,4,8
PI407934,3,8
PI407935,4,8
PI407936,3,8
PI407938,4,8
PI407942,4,8
PI407943,3,8
PI407944,1.5,8
PI407945,4.7,8
PI407947,4,8
PI407948,3,8
PI407949,4,8
PI407951,4,8
PI407953,4,8
PI407954,4,8
PI407955,4,8
PI407956,4,8
PI407957,4,8
PI407958,4,8
PI407963,4,8
PI407964,4.7,8
PI407965,4,8
PI407967,4.5,8
PI407968,4,8
PI407969,3.8,8
PI407970,4,8
PI407977,4,8
PI407978,3,8
PI407979,4,8
PI407980,4,8
PI407982,4,8
PI407983,3,8
PI407984,4,8
PI407985,4,8
PI407989,4,8
PI407990,4,8
PI407991,4,8
PI407992,4,8
PI407993,4,8
PI407994,4,8
PI407995,4,8
PI407996,4,8
PI407997,4.6,8
PI408000,4,8
PI408001,4,8
PI408002,4,8
PI408005,4,8
PI408006,4,8
PI408007,4.7,8
PI408008,4,8
PI408009,4,8
PI408011,4,8
PI408012,4,8
PI408013,4,8
PI408014,4,8
PI408015,4,8
PI408017,4,8
PI408018,4,8
PI408021,4,8
PI408023,4,8
PI408024,4,8
PI408025,4,8
PI408026,4,8
PI408027,4,8
PI408028,4,8
PI408029,4,8
PI408031,4,8
PI408033,4,8
PI408034,4,8
PI408035,4,8
PI408036,4,8
PI408037,4,8
PI408038,4,8
PI408039,4,8
PI408041,4,8
PI408042,4,8
PI408043,5,8
PI408044,5,8
PI408045,4,8
PI408046,4,8
PI408047,4,8
PI408049,4,8
PI408051,4,8
PI408053,4,8
PI408054,4,8
PI408056,4,8
PI408057,4,8
PI408058,4,8
PI408059,4,8
PI408060,4,8
PI408061,5,8
PI408062,4,8
PI408063,4,8
PI408064,4,8
PI408065,4,8
PI408069,4,8
PI408071,4,8
PI408072,4,8
PI408073,4,8
PI408075,4,8
PI408077,4,8
PI408078,4,8
PI408080,4,8
PI408081,4,8
PI408082,4,8
PI408085,5,8
PI408086,4,8
PI408087,4,8
PI408088,4,8
PI408089,4,8
PI408090,4,8
PI408091,4,8
PI408093,4,8
PI408096,4,8
PI408097,4,8
PI408098,4,8
PI408099,4,8
PI408101,5,8
PI408102,4,8
PI408103,4,8
PI408104,4,8
PI408106,4,8
PI408107,4,8
PI408108,4,8
PI408111,4,8
PI408112,4,8
PI408113,4,8
PI408114,4,8
PI408115,4,8
PI408116,4,8
PI408117,4,8
PI408118,4,8
PI408119,4,8
PI408120,4,8
PI408121,4,8
PI408123,4,8
PI408127,4,8
PI408128,4,8
PI408129,4,8
PI408130,4,8
PI408132,4,8
PI408133,4,8
PI408136,4,8
PI408139,4,8
PI408141,4,8
PI408142,4,8
PI408143,3,8
PI408144,4,8
PI408145,4,8
PI408146,4,8
PI408147,4,8
PI408148,4,8
PI408149,4,8
PI408150,4,8
PI408151,4,8
PI408152,4,8
PI408153,4,8
PI408154,4,8
PI408155,4,8
PI408156,4,8
PI408157,4,8
PI408158,4,8
PI408159,4,8
PI408160,4,8
PI408161,4,8
PI408162,4,8
PI408163,4,8
PI408164,4,8
PI408168,3,8
PI408170,4,8
PI408171,4,8
PI408172,4,8
PI408173,4,8
PI408174,4,8
PI408175,4,8
PI408176,4,8
PI408177,4,8
PI408178,4,8
PI408179,4,8
PI408182,4,8
PI408183,4,8
PI408185,4,8
PI408187,4,8
PI408188,4,8
PI408189,4,8
PI408190,4,8
PI408194,4,8
PI408195,4,8
PI408198,4,8
PI408199,4,8
PI408202,4,8
PI408204,4,8
PI408205,4,8
PI408208,3,8
PI408210,4,8
PI408213,3,8
PI408214,4,8
PI408218,4,8
PI408219,4,8
PI408220,4,8
PI408223,4,8
PI408227,4,8
PI408230,4,8
PI408231,3,8
PI408232,4,8
PI408235,4,8
PI408236,4,8
PI408237,3,8
PI408239,4,8
PI408240,4.9,8
PI408241,5,8
PI408242,4,8
PI408243,4,8
PI408244,4,8
PI408245,4,8
PI408249,4,8
PI408251,4,8
PI408252,4,8
PI408253,4.5,8
PI408254,5,8
PI408256,4,8
PI408257,5,8
PI408258,4,8
PI408261,4,8
PI408263,4,8
PI408264,4,8
PI408266,4.2,8
PI408268,4,8
PI408271,4,8
PI408273,4,8
PI408274,4,8
PI408275,3,8
PI408277,4,8
PI408278,4,8
PI408279,4,8
PI408280,4,8
PI408282,4,8
PI408283,4,8
PI408284,4,8
PI408286,4,8
PI408287,4,8
PI408288,4,8
PI408289,4,8
PI408290,4,8
PI408291,3,8
PI408292,4,8
PI408299,4,8
PI408300,4,8
PI408301,4,8
PI408302,4,8
PI408303,4,8
PI408304,3,8
PI408305,4,8
PI408306,4,8
PI408309,4,8
PI408313,4,8
PI408314,4,8
PI408316,4,8
PI408317,4,8
PI408320,4,8
PI408321,4,8
PI408322,4,8
PI408323,4,8
PI408324,4,8
PI408325,4,8
PI408326,4,8
PI408328,4,8
PI408329,4,8
PI408330,4,8
PI408331,3,8
PI408333,4,8
PI408334,4,8
PI408336,4,8
PI408337,4,8
PI408338,4,8
PI408339,4,8
PI408340,5,8
PI408342,4.7,8
PI408343,4,8
PI408344,4,8
PI408345,4,8
PI415072,4,8
PI415074,4,8
PI416746,4,8
PI416747,4,8
PI416748,4,8
PI416749,4,8
PI416750,4,8
PI416751,4,8
PI416752,4,8
PI416753,4,8
PI416754,5,8
PI416755,4,8
PI416756,4,8
PI416757,4,8
PI416758,4,8
PI416759,4,8
PI416760,4.4,8
PI416762,0.5,8
PI416763,4,8
PI416764,4,8
PI416765,4,8
PI416766,4,8
PI416767,4.6,8
PI416768,4,8
PI416770,3,8
PI416771,4,8
PI416772,4,8
PI416773,4,8
PI416774,4,8
PI416775,3,8
PI416776,4,8
PI416778,4,8
PI416779,4,8
PI416781,3.8,8
PI416782,4,8
PI416783,4,8
PI416784,4,8
PI416785,4,8
PI416786,4,8
PI416787,4.8,8
PI416788,4,8
PI416789,4,8
PI416790,5,8
PI416791,4,8
PI416792,4,8
PI416793,4,8
PI416794,5,8
PI416795,4,8
PI416796,4.3,8
PI416797,4,8
PI416798,4.3,8
PI416799,3,8
PI416800,4,8
PI416801,4,8
PI416802,4,8
PI416803,4,8
PI416804,3,8
PI416805,4,8
PI416806,4,8
PI416807,4,8
PI416808,4,8
PI416809,3.8,8
PI416810,4,8
PI416811,4,8
PI416812,3.9,8
PI416813,3,8
PI416814,4,8
PI416815,3,8
PI416816,4,8
PI416817,4,8
PI416818,4,8
PI416820,4,8
PI416821,4,8
PI416822,4,8
PI416823,3,8
PI416824,3,8
PI416827,4,8
PI416828,4,8
PI416829,4,8
PI416830,4,8
PI416831,4,8
PI416832,4,8
PI416833,4,8
PI416835,4,8
PI416837,4,8
PI416838,4,8
PI416839,4,8
PI416840,4,8
PI416841,4,8
PI416842,4,8
PI416843,4,8
PI416844,4,8
PI416845,4,8
PI416846,4,8
PI416847,4,8
PI416848,4.5,8
PI416849,4,8
PI416850,4,8
PI416851,4,8
PI416852,4,8
PI416853,4,8
PI416854,3,8
PI416855,4,8
PI416856,4,8
PI416857,4,8
PI416858,4,8
PI416859,4,8
PI416860,4,8
PI416861,4,8
PI416862,4,8
PI416863,4,8
PI416864,4,8
PI416865,4,8
PI416866,4,8
PI416867,4,8
PI416869,4,8
PI416870,4,8
PI416871,4,8
PI416872,4,8
PI416875,4,8
PI416876,4.8,8
PI416877,4,8
PI416878,4,8
PI416879,4,8
PI416881,4,8
PI416882,4,8
PI416883,3,8
PI416884,3,8
PI416885,5,8
PI416886,4,8
PI416887,3,8
PI416888,3,8
PI416889,3,8
PI416890,4,8
PI416891,4,8
PI416892,4,8
PI416893,4,8
PI416895,5,8
PI416896,4,8
PI416897,3,8
PI416898,3,8
PI416899,4,8
PI416900,3,8
PI416901,4,8
PI416902,4,8
PI416903,4.4,8
PI416905,4,8
PI416906,2,8
PI416907,5,8
PI416908,4,8
PI416909,4,8
PI416910,4,8
PI416911,4,8
PI416912,5,8
PI416913,3,8
PI416914,4,8
PI416915,4,8
PI416916,4,8
PI416917,4,8
PI416918,4,8
PI416919,4,8
PI416920,4,8
PI416921,4,8
PI416922,5,8
PI416923,4,8
PI416924,5,8
PI416925,5,8
PI416927,4,8
PI416928,4,8
PI416929,4,8
PI416930,4,8
PI416931,4,8
PI416932,4,8
PI416933,5,8
PI416934,4,8
PI416935,4,8
PI416936,4,8
PI416937,5,8
PI416938,4,8
PI416939,4,8
PI416940,3,8
PI416941,4,8
PI416942,4,8
PI416943,3,8
PI416944,4,8
PI416945,4,8
PI416946,4,8
PI416947,3,8
PI416948,3,8
PI416949,4,8
PI416950,4,8
PI416951,4.4,8
PI416952,4,8
PI416953,4,8
PI416954,4,8
PI416955,4.8,8
PI416956,4,8
PI416957,4,8
PI416958,4,8
PI416959,4,8
PI416960,4,8
PI416962,4,8
PI416963,4,8
PI416964,4,8
PI416965,4,8
PI416966,4,8
PI416967,4,8
PI416968,4,8
PI416969,4,8
PI416971,4,8
PI416972,4,8
PI416973,4,8
PI416974,4,8
PI416976,4,8
PI416977,4,8
PI416978,4,8
PI416979,4,8
PI416980,4,8
PI416981,4,8
PI416982,4,8
PI416983,4,8
PI416984,4,8
PI416985,4,8
PI416986,4,8
PI416987,4,8
PI416988,4,8
PI416989,4,8
PI416990,4,8
PI416991,4,8
PI416992,4,8
PI416993,4,8
PI416994,4,8
PI416995,3,8
PI416996,4,8
PI416997,4,8
PI416998,4,8
PI416999,4,8
PI417000,4,8
PI417001,4,8
PI417002,4,8
PI417003,4,8
PI417004,4,8
PI417005,4,8
PI417006,4,8
PI417007,4,8
PI417008,4,8
PI417009,4,8
PI417010,4,8
PI417011,4.4,8
PI417012,4,8
PI417013,4,8
PI417015,4,8
PI417016,4,8
PI417017,4,8
PI417018,4,8
PI417019,4,8
PI417020,4,8
PI417021,4,8
PI417022,4,8
PI417023,3,8
PI417024,4,8
PI417025,4,8
PI417026,4,8
PI417027,4,8
PI417028,4,8
PI417029,4,8
PI417030,4,8
PI417031,4,8
PI417032,4,8
PI417034,4,8
PI417035,4,8
PI417036,4,8
PI417037,4,8
PI417038,4.6,8
PI417039,4,8
PI417041,3,8
PI417042,4,8
PI417043,4,8
PI417044,4,8
PI417045,4,8
PI417046,4,8
PI417047,4,8
PI417048,4,8
PI417050,4,8
PI417051,4,8
PI417052,4,8
PI417053,4,8
PI417054,4,8
PI417055,4,8
PI417056,4,8
PI417057,4,8
PI417058,4,8
PI417059,4,8
PI417060,4,8
PI417061,4,8
PI417062,4,8
PI417063,3,8
PI417064,4,8
PI417065,4,8
PI417066,4,8
PI417067,4,8
PI417068,4,8
PI417069,3,8
PI417070,4,8
PI417071,4,8
PI417072,4,8
PI417073,3,8
PI417074,4,8
PI417075,4,8
PI417076,4,8
PI417077,4,8
PI417078,4,8
PI417079,4,8
PI417081,4,8
PI417082,4,8
PI417083,4.3,8
PI417085,4,8
PI417087,4,8
PI417088,4,8
